Gene
CGB3
SEPTIN2
IHO1
C2CD6
HDGFL2
ATP23
LTO1
LOC730098
TAMALIN
UPK3BL1
TOGARAM2
H1-7
TASOR
ATOSB
SGF29
SMIM32
MISP3
SELENOK
MINDY4
EMSY
H3-7
LRATD2
TEX51
SPEM2
SLC66A2
RACK1
H2BC9
REX1BD
EFCAB8
GAREM2
PIERCE2
NAXD
GRK2
PCNX4
BLTP3B
ADSS2
BBLN
ATP5F1E
C1orf232
H2AC8
RAB6D
H3Y1
EEF1AKMT3
OR8U3
ATP5MF
ZNRD2
MIGA2
LYNX1-SLURP2
FAM241A
ZSCAN5C
PRH1-TAS2R14
H2BC15
CFAP97D1
ESS2
CARMIL3
H2BC17
FAM240C
UFD1
H2AC20
H3C1
NAA80
MAP3K20
H1-3
SKIC3
CENPS
CRAMP1
CASTOR1
FDX2
DNAAF11
PRAMEF13
DIPK2A
STRIT1
DPEP2NB
TCEAL9
YARS1
SEPTIN12
LOC102724428
CATSPERZ
MRE11
H1-5
GRAMD2B
MISFA
TBC1D3G
ARMH4
TMEM271
TP53TG3F
VSIR
DGLUCY
PLPP3
H3C7
ZNG1A
PRR23E
CFAP161
KRBOX5
GOLM2
CBLIF
BORCS5
CCN4
HTD2
CAVIN2
MCRIP1
LOC102723728
TASOR2
ATP5ME
LINS1
ECRG4
GPR42
SELENOV
STIMATE
SELENON
CYRIA
ENTREP2
PHETA1
CENPVL2
LNPK
RO60
CRYBG1
H2AJ
SPDYE8
ADPRS
CIAO2B
SHISAL2A
OPN1MW3
RESF1
DELE1
DNAAF8
MARCHF11
H3C11
MAJIN
UTP11
DEUP1
CFAP298
MAP3K21
BNIP5
SMIM34
RCC1L
SANBR
AQP7B
CCDC190
MDFIC2
DHFR2
PRUNE1
TAFA3
COQ8B
SNORC
TIMM29
SHLD1
STN1
ATP5F1B
CFAP119
SRARP
CLBA1
LY6L
ACOD1
MINDY3
GATD3
TRMT9B
GPRASP3
MYOCOS
OR2AJ1
DMAC2
PYM1
GARIN6
H3C10
LOC102723971
SPACA9
PRRT1B
CIAO2A
TMEM275
LEXM
PALS2
ODR4
MFSD4B
TLCD3B
ABITRAM
KYAT3
GMCL2
CYBC1
GARIN1B
MAB21L4
TAFA2
XAGE1A
CFAP77
MTREX
OGA
RTL8C
RIPOR3
JHY
POU2AF2
PTTG1IP2
H2AC4
SPATA48
AOPEP
CTXND2
ADA2
PCNX3
CFAP276
PAXX
H2BC14
NECTIN3
ZDHHC11B
DYNC2I1
TERB1
SHLD2
TMEM273
H2AC14
INTS13
H1-10
UBE2L5
TAFA5
MARCHF6
C17orf113
CSAG2
LOC102724560
EOLA1
DEFB131A
LOC107986837
B3GALT9
MRPL58
PCNX1
H2AC13
PCLAF
PLPPR2
FAM236C
CCN6
H2AC12
LINC02798
DENND2B
NHERF4
CAVIN1
ATP5MG
POLR1H
ACP3
CD300H
CPLANE2
CARS1
RUSF1
SMIM31
DENND10
ODAD4
YAE1
FREY1
CILK1
TRAPPC14
DNAAF10
POU2AF3
MYMK
MARCHF8
ATP5MK
CRPPA
NIBAN1
PPP4R3C
RIGI
HOATZ
WDCP
MINAR1
CCNQ
CARD19
GREP1
LOC102724159
POLR1G
H1-4
OR14A2
WASHC2C
ATP6V1FNB
H2BC11
JPT2
REXO5
CCDC188
CMKLR2
IRAG2
MARCOL
MARCHF1
CRACDL
UTP25
NOTCH2NLA
FAM240A
TERB2
PAK5
ODAD1
CRACD
CLXN
ARPIN-AP3S2
HASPIN
RUBCNL
RTL5
STPG3
CHD9NB
H2BC4
CIROP
ELOA
SMIM36
MTARC1
ADSS1
GARIN3
LARGE2
CCN2
PABIR1
FAM236D
H3-5
VPS26C
TUT4
KMT5B
SMIM29
FYB2
ATP5MC1
PGAP4
PRELID3A
PJVK
H3-4
GARRE1
CERT1
ELOC
ZNF722
H4C14
KMT5C
SHLD3
SEPTIN5
TTLL13
WARS1
LOC112267897
BBOF1
PLPP7
CARMIL1
NOPCHAP1
MESD
H3C6
SELENOW
NUP42
SQOR
NUP58
H2BC26
CCN3
LHFPL6
JCAD
H4C3
ETFRF1
ACP4
H2BC5
C1QTNF12
SMIM35
EPRS1
MPIG6B
CCDC32
GNG14
SEPTIN3
ADGRD2
PATJ
ATP5F1D
GSTT4
CLTRN
FMC1
RTL3
ABTB3
H2AZ1
TLNRD1
CFAP92
ZFTRAF1
DIPK1C
GASK1B
LRMDA
TENT4B
EZHIP
SPEM3
GET3
FHIP1B
ANTKMT
CBLL2
IQCM
ZNG1B
AFDN
TMEM266
H2BC21
OR52E5
GFUS
FHIP2A
TENT5D
HDGFL3
GUCY1B1
STEEP1
MTARC2
SLC49A3
TRMO
HROB
ZNF723
CTXND1
CCNP
AKR1C8
TMEM121B
NALF2
MCRIP2
H3C13
CBY2
KICS2
PALS1
BMERB1
LOC102724200
CFAP73
MINDY4B
TMEM268
NDUFAF8
NECTIN2
GARIN2
POGLUT2
NSG2
H2BC1
CIBAR1
PHAF1
MARCHF3
ELOB
WASHC2A
KMT5A
MYL11
PUDP
COPS9
TMEM272
OR4E1
PLPP6
SPACDR
H2BC18
BLTP1
NCBP3
LOC102724594
CABCOCO1
HJV
JPT1
MRNIP
GRK3
PNMA8B
PRXL2C
MICOS13
H2AP
DNAAF9
GARS1
TMEM35A
GRAMD2A
OTULINL
H2BC3
SLC66A3
CFAP107
FHIP1A
UQCC5
LORICRIN
TEX45
LOC102723713
BICDL2
SELENOF
LOC101059915
PLAAT2
SLC66A1
RTL10
INTS6L
TTLL8
COA8
DNAAF4
PTPA
FCSK
DIPK1A
NIPSNAP2
PVALEF
REELD1
EPOP
ZSWIM9
SARS1
STUM
CYREN
TEX55
CFAP410
EIPR1
IFTAP
GASK1A
SEPTIN4
ATPSCKMT
PRAG1
CCDC197
H2AC11
ARHGAP45
MEIOSIN
PLPBP
OR10G6
LY6G6F-LY6G6D
CFAP298-TCP10L
NIBAN2
BORCS7
USF3
RTL6
RXYLT1
INTS11
CAVIN4
DRC3
BCLAF3
RUBCN
H2AX
DEPP1
ACP7
CCDC200
POGLUT3
GARIN5A
NT5DC4
LOC400499
RTL8A
H4C2
SLX9
DEFB131B
CIP2A
SPINDOC
MATCAP2
TENT5A
RIPOR1
H2AB3
FAM90A26
TBC1D7-LOC100130357
PRR20G
PRXL2A
CCDC191
ILRUN
NEXMIF
TEX53
MARCHF4
HARS1
ERVK3-1
UTP4
PSME3IP1
MTSS2
MUCL3
KNL1
SHOC1
KLF18
ZFTA
OPRPN
H2AC21
RMC1
FAM234B
CEP43
SHFL
NLRP2B
UQCC4
GPR15LG
CCDC194
CCDC163
CGAS
CFAP20DC
LOC102724652
ETDA
TMEM267
RSKR
H2BC8
RARS1
ITPRID1
IARS1
P3R3URF
PCARE
HIKESHI
PRORP
BMT2
KYAT1
KIRREL1
SEM1
NFILZ
TCP11X1
NSD3
MYORG
FAM237B
DOP1B
H4C9
H3-3A
HPF1
PLPPR4
ENTR1
MBD3L2B
ENTREP3
SEPTIN9
H2BW2
UQCC6
PIERCE1
TEPSIN
ATP5MC3
PNMA8A
OBI1
PGGHG
LRATD1
TMEM225B
H4C5
PRAMEF18
TLCD4
ANKRD40CL
PLAAT4
NANOGP8
TRARG1
RIOX1
H3C14
SKIC2
ETDC
RIPOR2
ARMH3
ALKAL2
PPDPFL
RIMOC1
TMEM238L
FHIP2B
H2BC12L
DCAF1
ENTREP1
SELENOS
MYG1
LARGE1
CFAP141
PALM2AKAP2
DIPK1B
CALHM4
RHEX
FLACC1
ARSL
SPDYE18
GUCY1A1
CFAP100
MCUB
DYNLT5
MEAK7
ERG28
ZNF66
SEPTIN8
BORCS8
G6PC1
STYXL2
INAVA
ZNG1E
H2AC25
MMP24OS
CFAP95
WDR97
CEMIP2
ERFL
RTL4
H4C11
ATP5MC2
SLCO1B3-SLCO1B7
GSDME
TOGARAM1
MINDY1
GCNA
PABIR3
C4orf54
TWNK
CFAP90
BRME1
H4C1
C20orf204
NUDT4B
MARCHF2
LLCFC1
BMAL2
OR2J1
CCDC187
ABHD18
KIFBP
TEX50
CATSPERE
SPACA6
ATOSA
CD8B2
INSYN1
SPART
LIMS4
ZUP1
CALHM5
SYT15B
PRELID3B
LOC102723553
MATCAP1
SMIM47
AFG1L
CCDC9B
BICRA
LINC02210-CRHR1
ITPRID2
ATP5F1C
NBPF19
SMIM28
CARMIL2
ALPG
VXN
CFAP97D2
MIX23
MEIOC
BEX3
PRAMEF33
CEP20
CROCC2
GARIN5B
CCN1
HYCC1
NUTM2E
SEPTIN10
DYNLT2B
PRKN
TMEM94
SLC49A4
TUT7
OR4N4C
C2orf92
LOC102723996
GBA1
WASHC5
METTL27
SMIM38
GAREM1
RAMAC
EEF1AKMT2
PEAK3
PPIAL4H
OR10D3
MARCHF7
PLPPR1
TGIF2-RAB5IF
CENPX
RELCH
TAFA1
ETFBKMT
CZIB
ATF7-NPFF
KATNIP
ARMH2
NHERF1
TAFAZZIN
INKA1
CENPVL1
ATP5PF
XNDC1N
SELENOI
DUSP29
LOC102723475
NPY4R2
PLPP4
ZC3H11B
P3R3URF-PIK3R3
TASL
YJU2B
BICDL1
TOMM70
TSBP1
H4C4
HYCC2
TEX46
DOP1A
LOC102724485
OR4C5
RETREG2
NTMT2
GATD1
VEGFD
SGO1
SEPTIN6
WHRN
ABRAXAS2
ATP5PO
METTL26
C13orf42
PWWP3A
FAM236A
GARIN1A
LOC102725191
OR4K3
EDDM13
CFAP65
CCDC198
LOC102724334
TMEM270
LOC102723451
RTRAF
CENATAC
MFSD14A
SRPRA
TARS1
SEPTIN11
H2BW1
NBDY
ATP5IF1
FNDC11
GET1
SELENOO
MAIP1
YJU2
FAM241B
H4C6
DARS1
MTRFR
PEDS1-UBE2V1
ACTMAP
C13orf46
DNAI7
VARS1
GGTA1
CCDC192
KASH5
ZNF724
CPHXL
SPDYE10
H4C12
LBHD2
SEPTIN14
INTS15
DEFB130B
PIMREG
CCDC92B
HEXD
LARS1
LOC102723502
SGO2
LITAFD
NSMCE3
CYRIB
SMIM30
H2AC17
INKA2
TENT5B
FBH1
ZC3H11C
DNAI3
RETREG3
TENT2
TARS3
MRTFB
CIBAR2
SELENOH
SHISAL2B
ECPAS
FAM236B
INSYN2A
TEKTIP1
SHISAL1
DMAC1
HDHD5
SELENOT
FAM200C
MOSMO
PABIR2
ATP5MJ
IQCN
NARS1
ELAPOR1
CASTOR2
MFSD4A
ATP5PD
SEPTIN1
PHB1
H2AB1
ERFE
SDR42E2
NOP53
ABRAXAS1
H3C12
PRXL2B
TCIM
CNOT9
PPP1R2B
MACROH2A2
MICOS10-NBL1
CFAP251
LOC102724023
FAM187A
INSYN2B
PYCR3
GON7
HSFX3
CFAP418
NALF1
H2AZ2
ODAPH
H1-0
H3Y2
EXOC1L
FBXW10B
C4orf50
MTLN
ETDB
FYB1
DUXB
AARS1
H2AC6
H1-1
CNTNAP3C
SEPTIN7
H2AC1
ODAD3
KAT14
JAML
FAM237A
SMIM45
OR2T7
HSFX4
TLE7
EIF2S3B
TEX44
H2BC6
SPATA46
AJM1
ERBIN
PPP1R2C
GOLGA6L7
SPDYE16
H3C4
OR10J4
MFSD13A
LOC102723532
PTGR3
TEX52
RTL9
MARS1
PUM3
BLTP3A
RETREG1
TLCD5
SELENOP
RTL8B
EEIG1
LOC441239
RNF227
BUD23
CCN5
TEX47
BLTP2
SPAAR
CSTPP1
TEX48
SMIM33
NIBAN3
MACROH2A1
NEPRO
CRYBG2
MRM2
PLPPR5
PACC1
CFAP68
TUBB8B
GLYATL1B
FMC1-LUC7L2
MINAR2
CENPVL3
H4C7
GOLGA8Q
DNAAF6
PHETA2
INTS14
NKAPD1
PLPP2
TMEM131L
TMEM35B
BORCS8-MEF2B
PLAAT5
STMP1
C10orf143
OR52E1
NTAQ1
TSPOAP1
SMIM43
RIOX2
ARMH1
ZNF875
IRAG1
KARS1
NUPR2
DYNLT2
TESMIN
SMIM27
CFAP299
H1-6
TEDC1
MYMX
LYSET
SINHCAF
PIP4P2
HAPSTR1
PIP4P1
RIDA
CALHM6
MRM3
MIDEAS
FAM174C
GVQW3
CFAP91
IQANK1
STPG4
ELAPOR2
CFAP206
CNMD
ELOA2
GOLGA6L25
SPDYE17
GARIN4
TENT4A
NECTIN1
NECTIN4
KHDC4
H2BC13
TENT5C
H2BC12
TP53TG3E
OR5AL1
WASHC1
