,Gene,PA1,PA2,PA3,PA4,PA5,HC06,HC07,HC1,HC15,HC23
14855,DFNB59,0,0,0,0,0,0,0,1,0,2
14856,FKBP7,0,0,0,0,3,4,1,0,0,1
14857,PLEKHA3,179,83,134,390,473,497,493,339,416,554
14858,TTN-AS1,177,225,168,113,101,100,105,87,28,92
14859,TTN,1606,1024,993,2824,1655,1843,2345,1770,806,1642
14860,LOC101927055,0,0,0,0,0,0,0,0,0,0
14861,CCDC141,0,8,11,1,10,6,5,3,3,5
14862,SESTD1,254,16,309,500,988,369,370,271,439,424
14863,ZNF385B,1,0,0,0,4,1,0,0,2,1
14864,MIR1258,0,0,0,0,0,0,0,0,0,0
14865,CWC22,775,798,1249,1248,1290,1097,1386,1341,1098,1471
14866,SCHLAP1,0,8,3,6,12,7,11,14,5,7
14867,UBE2E3,677,714,478,497,525,859,611,586,549,1288
14868,LOC101927156,7,0,8,3,0,1,0,4,0,4
14869,MIR4437,0,0,0,0,0,0,0,0,0,0
14870,ITGA4,427,416,946,976,4003,2521,1597,1896,1265,2819
14871,CERKL,31,7,32,56,119,109,110,96,169,161
14872,NEUROD1,0,0,0,0,0,0,0,0,0,0
14873,SSFA2,1978,2341,1734,4827,7885,4982,6213,6187,4608,6033
14874,PPP1R1C,0,0,0,0,1,1,0,0,0,0
14875,PDE1A,0,0,0,0,0,0,0,0,2,0
14876,DNAJC10,166,250,187,160,521,356,279,294,298,371
14877,FRZB,0,0,0,0,0,0,0,0,0,0
14878,NCKAP1,10,0,1,15,38,12,5,7,2,16
14879,DUSP19,1,0,6,1,4,5,0,6,3,1
14880,NUP35,24,8,18,8,10,13,4,5,3,16
14881,MIR548AE1,0,0,0,0,0,0,0,0,0,0
14882,ZNF804A,55,21,119,242,291,430,397,442,716,531
14883,LOC101927196,0,0,0,0,0,0,0,0,0,0
14884,FSIP2,0,0,0,0,1,3,0,0,0,0
14885,LINC01473,0,0,0,1,0,0,0,0,0,0
14886,ZC3H15,773,962,922,761,987,936,1187,858,886,1222
14887,ITGAV,52,130,47,136,224,174,105,136,65,319
14888,FAM171B,1,0,0,0,1,0,0,0,0,0
14889,ZSWIM2,0,0,0,0,1,0,0,0,0,0
14890,CALCRL,2,0,0,0,8,1,0,0,0,2
14891,TFPI,14,0,2,2,5,1,0,0,2,1
14892,LINC01090,0,0,0,0,0,0,0,0,0,0
14893,GULP1,0,0,0,0,0,0,0,0,0,0
14894,MIR561,0,0,0,0,0,0,0,0,0,0
14895,DIRC1,0,0,0,0,0,0,0,0,0,0
14896,COL3A1,0,0,0,0,0,0,0,6,0,19
14897,MIR1245A,0,0,0,0,0,0,0,0,0,0
14898,MIR1245B,0,0,0,0,0,0,0,0,0,0
14899,MIR3606,0,0,0,0,0,0,0,0,0,0
14900,COL5A2,0,0,0,0,3,0,2,2,0,5
14901,MIR3129,0,0,0,0,0,0,0,0,0,0
14902,WDR75,38,17,48,31,80,68,47,35,32,57
14903,SLC40A1,7102,6487,8557,5325,4552,6473,7691,7098,7851,4506
14904,ASNSD1,541,875,1419,953,1482,1607,1044,1579,907,1375
14905,ANKAR,35,1,59,19,31,39,26,29,24,34
14906,OSGEPL1,8,105,3,13,14,10,8,6,6,17
14907,OSGEPL1-AS1,7,0,0,3,5,1,4,1,2,2
14908,ORMDL1,1101,668,1270,643,779,617,522,672,822,854
14909,PMS1,34,55,46,39,62,65,30,35,24,50
14910,MSTN,0,0,0,0,4,0,1,1,0,0
14911,C2orf88,14,95,77,79,162,36,6,16,11,36
14912,HIBCH,90,138,104,68,62,61,77,62,77,74
14913,INPP1,154,245,361,265,275,290,301,234,247,333
14914,MFSD6,25,3,0,25,60,55,7,33,25,44
14915,NEMP2,0,0,11,7,7,7,6,6,5,11
14916,NAB1,982,591,510,1680,2028,1655,1536,1611,1474,1868
14917,GLS,2136,806,1204,2154,3004,1767,1563,2454,1816,1376
14918,STAT1,13997,6817,14907,13245,23559,13073,14900,22127,16497,8131
14919,STAT4,76,0,127,34,39,47,14,15,40,47
14920,MYO1B,0,0,0,0,5,0,0,0,1,0
14921,NABP1,12472,9508,13544,10619,10993,6968,6526,7250,6728,6538
14922,LOC105747689,801,502,481,1655,1404,931,998,1033,978,969
14923,SDPR,355,33,727,285,483,119,6,5,67,71
14924,TMEFF2,0,0,0,0,0,0,0,0,0,0
14925,PCGEM1,0,0,0,0,0,0,0,0,0,0
14926,LOC101927406,0,0,0,0,0,0,0,0,0,0
14927,LOC101927431,0,0,0,0,0,0,0,0,0,0
14928,SLC39A10,8,22,37,24,47,43,55,18,19,41
14929,DNAH7,0,0,0,13,17,6,8,8,8,20
14930,STK17B,39233,36670,65341,30975,27571,26465,30655,20541,24954,33272
14931,HECW2,373,393,586,833,828,958,759,1058,1103,730
14932,LOC101927482,8,0,22,6,9,17,3,1,11,9
14933,CCDC150,0,0,8,0,2,4,1,0,0,1
14934,LOC100130452,0,0,0,0,0,0,0,0,0,0
14935,GTF3C3,31,15,39,50,81,85,71,69,55,130
14936,C2orf66,0,31,0,10,11,15,3,3,10,3
14937,PGAP1,16,15,4,18,23,29,26,22,21,17
14938,ANKRD44,12129,10256,12942,9688,11509,9889,8521,10142,7899,9147
14939,ANKRD44-IT1,546,730,280,113,119,68,57,92,103,62
14940,SF3B1,15863,13577,14441,34195,36886,27905,27898,24500,19685,26714
14941,COQ10B,4588,2895,4352,1959,2157,1873,2046,1452,2076,1892
14942,HSPD1,684,538,511,831,1162,804,772,698,818,801
14943,HSPE1-MOB4,0,0,0,0,0,0,0,0,0,0
14944,HSPE1,67,112,53,14,21,11,10,5,18,26
14945,MOB4,1,3,0,1,0,1,0,3,0,1
14946,RFTN2,8,0,16,17,15,11,10,19,19,7
14947,MARS2,0,0,0,9,5,11,5,3,2,15
14948,BOLL,0,0,0,0,0,0,0,0,0,0
14949,PLCL1,59,97,7,70,351,403,421,173,27,208
14950,LOC101927619,0,0,0,0,0,0,1,0,0,0
14951,SATB2,0,0,0,2,1,7,1,0,0,2
14952,SATB2-AS1,0,0,0,0,0,0,0,0,0,0
14953,LOC101927641,0,0,0,0,0,0,0,0,0,0
14954,FTCDNL1,0,0,0,0,0,0,2,0,2,0
14955,C2orf69,405,670,669,323,330,381,423,269,258,424
14956,TYW5,155,98,170,119,119,117,123,92,104,163
14957,C2orf47,86,93,54,24,44,34,32,23,41,44
14958,SPATS2L,645,28,608,97,109,35,87,37,84,53
14959,KCTD18,342,242,131,523,630,605,591,479,442,642
14960,SGOL2,17,2,34,29,34,47,51,60,30,65
14961,AOX1,0,0,1,0,0,0,2,1,0,0
14962,AOX2P,0,0,0,0,0,0,0,0,0,0
14963,LOC100507140,16,1,3,2,4,0,3,0,0,0
14964,LOC101927795,0,0,1,0,1,0,1,0,0,0
14965,BZW1,3674,2883,3735,3866,4013,4616,4565,3781,3794,4519
14966,RNU6-31P,0,0,0,0,0,3,1,0,1,4
14967,CLK1,8883,5001,6422,6480,6095,6160,5458,5099,6414,5179
14968,PPIL3,100,87,178,38,92,62,71,55,81,71
14969,NIF3L1,67,151,193,73,76,87,59,96,74,110
14970,ORC2,226,169,229,428,429,439,354,454,409,375
14971,FAM126B,8696,7615,7246,17520,11160,11208,11747,9434,9377,8906
14972,NDUFB3,2042,2482,3391,1425,757,1077,1219,824,1896,799
14973,CFLAR,19520,16943,16676,52967,44699,45148,46979,44462,37879,41240
14974,CFLAR-AS1,85,62,33,182,135,88,82,106,23,57
14975,CASP10,509,459,416,429,586,537,522,538,594,661
14976,CASP8,8750,6688,12689,18068,15781,15434,12739,14146,17789,14129
14977,ALS2CR12,33,45,1,27,36,35,25,45,28,34
14978,TRAK2,229,148,191,525,696,709,704,571,358,788
14979,STRADB,22,3,200,42,66,73,62,56,61,86
14980,ALS2CR11,0,1,0,0,1,1,0,0,0,0
14981,TMEM237,0,0,8,0,4,3,0,2,0,5
14982,MPP4,0,0,0,2,3,0,0,1,2,0
14983,ALS2,141,137,137,392,423,454,241,320,265,520
14984,CDK15,11,14,76,20,36,26,27,26,16,27
14985,FZD7,3,0,0,12,14,9,16,11,6,30
14986,KIAA2012,0,0,0,0,0,2,0,0,1,2
14987,SUMO1,5965,5622,7012,2244,2139,2231,2372,1763,2547,2374
14988,NOP58,95,77,68,47,63,58,36,14,29,99
14989,SNORD70,0,0,0,0,0,0,0,0,1,0
14990,SNORD11B,0,0,0,0,0,0,0,0,0,1
14991,SNORD11,0,0,5,0,0,0,1,0,0,1
14992,BMPR2,196,51,112,328,339,333,371,312,302,390
14993,FAM117B,370,317,422,262,194,388,213,117,179,246
14994,ICA1L,78,24,71,18,18,27,15,14,13,14
14995,WDR12,0,0,49,11,18,21,18,14,12,20
14996,CARF,13,0,16,16,15,10,3,7,5,14
14997,NBEAL1,16,0,7,11,23,24,18,15,7,21
14998,CYP20A1,326,220,412,174,173,244,196,224,237,314
14999,ABI2,2,0,4,19,32,26,7,14,8,26
15000,RAPH1,0,0,2,3,5,3,0,0,0,3
15001,CD28,19,0,0,20,31,31,6,3,2,29
15002,CTLA4,13,0,16,4,7,18,4,3,2,15
15003,ICOS,11,0,0,2,10,12,2,3,1,2
15004,PARD3B,0,0,0,0,9,0,0,0,4,1
15005,NRP2,0,0,0,1,3,2,0,0,1,2
15006,INO80D,881,366,1066,1652,1544,1503,1213,1466,652,1173
15007,GCSHP3,19,0,34,52,61,73,50,87,63,78
15008,NDUFS1,548,554,820,602,635,735,561,667,411,711
15009,EEF1B2,469,273,349,380,509,705,371,334,412,626
15010,SNORD51,2,0,0,3,1,4,4,2,4,3
15011,SNORA41,7,0,2,5,2,6,5,5,6,6
15012,GPR1,3,0,1,1,1,0,0,0,0,0
15013,GPR1-AS,0,1,0,1,1,1,1,0,1,0
15014,ZDBF2,0,0,0,5,4,1,0,0,0,2
15015,ADAM23,0,0,0,1,2,1,0,0,0,2
15016,LOC200726,0,0,0,0,0,0,0,0,0,0
15017,DYTN,4,0,0,1,3,2,0,1,1,1
15018,MDH1B,0,0,0,0,0,0,0,0,0,0
15019,FASTKD2,28,0,32,16,31,35,23,12,19,35
15020,MIR3130-1,0,0,0,0,0,0,0,0,0,0
15021,MIR3130-2,0,0,0,0,0,0,0,0,0,0
15022,CPO,0,0,0,0,0,0,0,0,1,0
15023,KLF7,4344,2390,3107,9568,9304,8944,10464,9298,7244,9273
15024,MIR2355,0,0,4,6,3,2,2,4,0,0
15025,MIR7845,0,0,0,8,4,1,7,6,2,3
15026,LOC101927865,75,54,95,58,160,114,38,81,77,253
15027,MIR1302-4,0,0,4,0,0,0,0,0,0,0
15028,CREB1,3272,1500,3037,6812,8416,7727,5676,7169,5722,7705
15029,METTL21A,2251,1538,1227,3652,3912,3320,3583,3046,5229,4026
15030,CCNYL1,134,74,117,320,494,529,455,494,375,610
15031,MIR4775,0,0,0,0,0,0,0,0,0,0
15032,FZD5,44,0,32,25,48,20,13,44,27,22
15033,PLEKHM3,510,157,460,968,991,1412,1278,1293,616,1126
15034,LOC100507443,0,0,0,0,0,0,0,0,0,0
15035,CRYGD,0,0,0,0,0,1,0,0,0,0
15036,CRYGC,0,0,0,0,0,0,0,0,0,0
15037,CRYGB,0,0,0,0,0,0,0,0,0,0
15038,CRYGA,0,0,0,0,0,0,0,0,0,0
15039,C2orf80,0,0,1,0,4,0,1,1,0,0
15040,IDH1,431,674,663,375,558,489,468,487,823,606
15041,IDH1-AS1,0,0,0,0,0,0,0,0,0,0
15042,PIKFYVE,1778,867,912,2754,3464,2932,2406,2890,1493,2758
15043,PTH2R,6,0,0,12,20,15,13,6,13,25
15044,MAP2,0,0,0,1,1,0,0,0,0,1
15045,UNC80,0,0,0,0,3,5,1,2,0,2
15046,RPE,3,16,66,14,39,46,22,25,15,55
15047,KANSL1L,120,152,116,409,417,419,289,432,212,441
15048,LOC101928020,5,1,12,4,4,3,2,8,0,7
15049,ACADL,0,0,0,0,0,0,1,0,0,0
15050,MYL1,0,0,0,0,0,0,0,0,0,0
15051,LANCL1-AS1,0,0,0,2,1,0,0,0,0,0
15052,LANCL1,2,1,87,32,52,47,41,39,23,73
15053,CPS1,0,1,3,0,0,0,1,1,0,0
15054,CPS1-IT1,0,0,0,0,0,0,0,0,0,0
15055,ERBB4,0,0,2,0,0,0,0,0,0,0
15056,MIR548F2,0,0,0,0,0,0,0,0,0,0
15057,LOC102725079,0,0,0,0,0,0,0,0,0,0
15058,MIR4776-2,0,0,0,0,0,0,0,0,0,0
15059,MIR4776-1,0,0,0,0,0,0,0,0,0,0
15060,IKZF2,30,89,32,130,262,217,237,234,93,365
15061,LOC100130451,6,2,2,30,13,9,15,35,16,16
15062,SPAG16,12,0,9,1,0,4,2,1,1,0
15063,MIR4438,0,0,0,0,0,0,0,0,0,0
15064,VWC2L,0,0,0,0,0,0,0,0,0,0
15065,VWC2L-IT1,0,0,0,0,0,0,0,0,0,0
15066,BARD1,121,14,159,23,32,30,31,31,21,41
15067,LOC101928103,0,0,0,0,0,0,0,0,0,1
15068,ABCA12,0,0,0,1,0,0,0,0,0,0
15069,ATIC,22,0,12,8,13,32,7,2,8,23
15070,FN1,11,1,8,1,4,1,0,6,0,25
15071,LOC102724849,0,0,0,0,0,0,0,0,0,0
15072,LINC00607,0,0,0,0,1,1,0,0,0,0
15073,MREG,10,0,0,13,9,14,9,11,11,16
15074,PECR,53,201,143,111,101,122,169,154,171,116
15075,TMEM169,9,12,36,49,51,46,45,51,62,53
15076,XRCC5,5404,5580,7294,9163,9380,10442,10940,11104,9440,11074
15077,PKI55,16,0,1,78,87,104,65,151,102,106
15078,MARCH4,0,1,1,0,0,0,0,0,0,0
15079,SMARCAL1,59,0,39,66,121,134,117,126,90,187
15080,RPL37A,200,330,246,400,529,864,508,411,709,1054
15081,LINC01280,0,0,0,0,0,0,0,0,0,0
15082,IGFBP2,0,0,0,3,6,1,0,0,0,2
15083,IGFBP5,0,0,1,0,0,0,0,0,0,1
15084,TNP1,0,0,0,0,0,0,0,0,0,0
15085,LOC101928327,0,0,0,0,0,0,0,0,0,0
15086,DIRC3,0,0,0,0,0,1,0,0,0,1
15087,TNS1,2,0,53,7,47,14,5,1,4,5
15088,MIR6809,0,0,0,0,0,0,0,0,0,0
15089,RUFY4,31,59,27,34,49,32,23,31,28,62
15090,CXCR2P1,107,145,47,109,132,22,22,18,32,40
15091,CXCR2,96644,80165,120675,148689,147644,164289,180205,182982,193141,195836
15092,CXCR1,45861,51009,42649,73314,65798,81239,93157,99884,86824,99959
15093,ARPC2,71899,72566,93445,31939,34512,36662,42316,34269,51828,41249
15094,GPBAR1,68,0,41,77,152,146,86,94,186,102
15095,AAMP,377,789,219,290,369,411,303,372,350,582
15096,PNKD,440,761,640,360,458,847,287,736,376,1174
15097,TMBIM1,2931,4133,3603,4680,6112,7883,7278,8817,6457,8130
15098,MIR6513,0,0,4,5,9,10,5,5,14,7
15099,CATIP-AS2,6,16,0,2,1,3,0,1,0,2
15100,MIR6810,0,0,0,0,0,0,0,0,0,3
15101,CATIP,89,297,121,158,135,140,226,80,130,137
15102,CATIP-AS1,41,241,110,108,78,59,101,25,63,62
15103,SLC11A1,7356,20469,11385,45443,30624,41426,44502,29686,44374,37815
15104,CTDSP1,2310,2880,1301,7904,9406,14430,12694,14046,12659,15836
15105,MIR26B,1,8,0,4,0,0,2,3,2,2
15106,VIL1,9,0,0,7,11,4,0,2,4,2
15107,USP37,46,169,84,122,165,186,105,132,63,212
15108,RQCD1,2354,1287,2202,377,442,474,332,456,325,626
15109,PLCD4,32,42,9,74,55,58,64,82,34,68
15110,ZNF142,93,103,99,227,290,428,339,384,155,488
15111,BCS1L,24,66,47,28,38,48,37,42,46,61
15112,RNF25,272,560,282,222,239,320,297,318,364,385
15113,STK36,64,16,25,166,187,177,137,159,98,220
15114,TTLL4,632,1572,308,1656,2063,2176,1750,1941,1842,2195
15115,CYP27A1,1617,3291,1392,1108,2618,4639,2801,3356,4497,1638
15116,PRKAG3,1,1,3,9,30,15,23,16,33,14
15117,MIR9500,0,0,0,0,0,0,0,0,0,0
15118,WNT6,0,0,0,0,3,1,0,0,0,0
15119,WNT10A,0,0,0,4,4,2,2,0,0,1
15120,LINC01494,0,0,0,0,0,0,0,0,0,0
15121,CDK5R2,0,0,0,0,0,0,0,0,0,0
15122,LINC00608,0,0,0,0,0,0,0,0,0,0
15123,FEV,0,0,0,0,0,0,0,0,0,0
15124,CRYBA2,0,0,0,0,0,0,0,0,0,0
15125,MIR375,0,0,0,0,0,0,0,0,0,0
15126,LOC100129175,0,0,0,0,0,0,0,0,0,0
15127,CCDC108,0,0,0,3,0,0,1,1,0,1
15128,IHH,0,0,0,0,0,0,4,0,0,0
15129,MIR3131,0,0,0,0,0,0,0,0,0,0
15130,NHEJ1,106,0,102,86,88,158,88,90,88,147
15131,SLC23A3,17,0,0,33,25,19,16,23,20,24
15132,CNPPD1,1415,1006,1735,1695,1739,2401,1646,2077,1828,2570
15133,FAM134A,3849,6585,3133,3962,3840,6348,4306,4627,3705,6314
15134,ZFAND2B,1537,2471,1507,1474,1340,1771,1300,1619,1874,1965
15135,ABCB6,40,52,37,98,83,70,67,75,102,77
15136,ATG9A,592,1504,252,2020,1584,2735,2185,2673,2160,2418
15137,ANKZF1,720,1037,663,1872,1519,1677,1432,1597,1589,1558
15138,GLB1L,11,41,16,53,66,78,26,39,51,34
15139,STK16,54,240,107,847,731,977,958,728,778,845
15140,TUBA4A,4872,13727,7052,8788,7687,11030,12346,9646,13293,11667
15141,TUBA4B,19,121,25,101,75,100,67,76,53,109
15142,DNAJB2,131,60,45,544,636,671,625,583,1068,1046
15143,PTPRN,0,0,0,0,0,0,0,0,1,0
15144,MIR153-1,0,0,0,0,0,0,0,0,1,0
15145,RESP18,0,0,0,0,0,0,0,0,0,0
15146,DNPEP,72,307,35,49,75,72,44,66,53,63
15147,DES,0,0,0,0,1,0,0,1,0,1
15148,SPEG,0,0,0,1,7,1,2,2,0,1
15149,LOC100996693,0,0,0,0,0,2,1,0,1,0
15150,GMPPA,143,266,341,141,174,209,193,230,214,359
15151,ASIC4,1,0,0,0,2,0,0,0,0,0
15152,CHPF,4,28,0,20,39,77,94,49,38,57
15153,TMEM198,0,0,0,1,1,2,1,1,0,2
15154,MIR3132,0,0,0,0,0,0,0,0,0,0
15155,OBSL1,0,0,0,2,2,2,1,0,1,0
15156,INHA,0,0,0,0,1,0,0,0,0,0
15157,STK11IP,209,335,163,578,618,891,694,717,686,755
15158,SLC4A3,0,0,0,1,3,9,1,0,1,3
15159,MIR4268,0,0,0,0,0,0,0,0,0,0
15160,EPHA4,20,36,0,108,105,53,58,181,16,42
15161,PAX3,0,0,0,0,0,0,2,0,0,0
15162,CCDC140,0,0,0,0,0,0,0,0,0,0
15163,SGPP2,0,0,0,7,4,3,5,16,1,5
15164,FARSB,33,0,78,1,27,21,4,3,6,19
15165,MOGAT1,0,0,0,0,0,0,0,0,0,0
15166,ACSL3,797,1014,1010,1378,842,1015,1405,1144,1047,766
15167,KCNE4,0,0,0,1,0,0,0,0,0,0
15168,SCG2,0,0,0,0,3,1,0,0,0,1
15169,AP1S3,36,2,2,22,28,19,12,11,20,28
15170,WDFY1,1502,505,1203,1637,2690,1849,1739,1835,1715,2611
15171,MRPL44,1014,1032,938,595,891,936,653,928,1075,762
15172,SERPINE2,8,0,0,6,16,8,3,10,6,5
15173,FAM124B,11,25,72,11,32,38,16,22,9,33
15174,CUL3,2312,1383,1402,4632,4545,5048,4689,5081,4946,5529
15175,DOCK10,67,10,111,60,151,150,78,31,48,129
15176,MIR4439,0,0,0,0,0,1,0,0,0,0
15177,NYAP2,5,5,19,1,1,9,13,2,5,7
15178,LOC646736,0,0,0,0,0,0,0,0,0,0
15179,MIR5702,0,0,0,0,0,0,0,0,0,0
15180,IRS1,0,0,0,6,17,3,0,2,0,11
15181,RHBDD1,67,1,116,115,128,174,111,146,90,184
15182,COL4A4,0,0,0,3,2,1,1,2,1,2
15183,COL4A3,0,0,0,1,0,2,2,0,0,0
15184,LOC654841,0,0,0,0,0,1,0,1,0,0
15185,MFF,570,1003,749,907,1016,888,1071,912,1127,1073
15186,TM4SF20,1,0,5,4,3,4,3,3,1,4
15187,MIR5703,0,0,0,0,0,0,0,0,0,0
15188,AGFG1,1058,1521,743,2805,2583,2940,3706,3065,2778,2942
15189,C2orf83,0,0,0,0,0,0,0,0,0,0
15190,SLC19A3,0,0,0,0,0,0,0,0,0,0
15191,CCL20,21,0,5,0,0,0,4,1,0,0
15192,DAW1,2,0,0,0,0,0,0,0,0,0
15193,SPHKAP,0,0,0,0,0,0,0,0,0,0
15194,PID1,0,42,2,7,33,44,2,1,0,11
15195,DNER,0,0,0,0,0,0,0,0,0,0
15196,TRIP12,2673,1996,1799,6302,6995,7171,6504,7971,4591,6411
15197,FBXO36,0,0,36,3,6,5,2,4,4,11
15198,SLC16A14,8,61,67,16,55,70,74,82,44,90
15199,SP110,16576,8769,12136,12388,13732,9955,12816,11609,9826,10125
15200,SP140,1675,478,963,1055,2018,719,861,1042,1319,594
15201,SP140L,464,166,332,685,679,551,453,580,572,444
15202,SP100,14008,6698,11251,15791,12659,9089,13208,11886,11509,8483
15203,LOC151475,0,0,20,17,6,9,15,17,19,9
15204,CAB39,4405,5363,3573,10852,9167,12148,12593,12022,10152,10255
15205,ITM2C,112,271,397,201,171,481,385,545,385,693
15206,LOC151484,0,0,0,0,0,0,0,0,0,0
15207,GPR55,2,0,0,3,3,2,0,1,0,2
15208,SPATA3-AS1,0,0,0,0,0,0,0,0,0,0
15209,SPATA3,0,0,0,0,0,0,0,0,0,0
15210,C2orf72,0,0,0,0,0,0,0,0,0,0
15211,PSMD1,548,1457,858,628,519,816,756,698,558,908
15212,HTR2B,1,0,0,4,3,5,3,1,3,3
15213,ARMC9,5,0,5,5,2,2,2,4,6,6
15214,MIR4777,0,0,0,0,0,0,0,0,0,0
15215,B3GNT7,33,0,1,6,9,8,3,3,2,21
15216,NCL,451,657,442,951,1347,1159,942,1065,610,1567
15217,SNORA75,4,0,3,3,5,5,1,3,2,5
15218,SNORD20,5,0,0,6,8,2,4,3,0,7
15219,SNORD82,0,0,0,0,0,1,1,0,0,0
15220,LINC00471,0,0,0,0,0,0,1,0,0,0
15221,NMUR1,0,0,0,8,4,7,0,0,3,12
15222,C2orf57,0,0,0,0,0,0,1,0,0,1
15223,PTMA,2785,3315,4222,3758,4614,5205,3399,4123,3343,6590
15224,PDE6D,851,532,735,311,296,411,349,409,557,799
15225,COPS7B,57,140,135,154,195,278,182,266,232,439
15226,MIR1471,0,0,0,0,0,0,0,0,0,0
15227,NPPC,0,0,0,0,0,0,0,0,0,0
15228,DIS3L2,20,5,0,14,41,45,39,20,18,60
15229,MIR562,0,0,0,0,0,0,0,0,0,0
15230,ALPP,0,0,0,0,0,0,0,0,0,0
15231,ECEL1P2,0,0,0,0,0,0,0,0,0,0
15232,ALPPL2,0,0,0,0,0,0,0,0,0,0
15233,ALPI,0,0,0,0,0,0,0,0,0,0
15234,ECEL1,0,0,0,0,0,0,0,0,0,0
15235,PRSS56,0,0,0,0,0,0,0,1,0,0
15236,CHRND,0,0,4,2,2,1,1,0,1,1
15237,CHRNG,0,0,0,1,3,4,4,3,2,0
15238,TIGD1,136,57,213,112,174,137,98,105,90,203
15239,MIR5001,0,0,0,0,0,0,0,0,0,0
15240,EIF4E2,1958,2009,2444,1066,1482,1651,1324,1361,1476,1767
15241,EFHD1,0,0,3,1,0,1,0,0,0,0
15242,GIGYF2,486,567,440,1685,1734,1806,1762,2019,1096,1925
15243,KCNJ13,75,109,39,11,8,4,2,7,5,5
15244,C2orf82,0,0,0,14,22,11,21,24,42,25
15245,NGEF,0,0,0,0,0,0,1,0,0,0
15246,NEU2,0,0,0,0,0,0,0,0,0,0
15247,INPP5D,4704,5006,2455,9861,12288,14832,14969,13961,8821,13124
15248,ATG16L1,182,80,208,394,489,484,417,510,437,635
15249,SCARNA5,11,7,0,0,0,1,0,0,1,0
15250,SCARNA6,0,0,0,1,5,1,0,0,0,2
15251,SAG,0,0,35,2,1,7,0,3,3,4
15252,DGKD,632,1439,645,2555,1893,3131,3147,3461,2216,2715
15253,USP40,1,0,13,16,15,21,13,8,7,11
15254,UGT1A8,0,0,0,0,0,0,0,0,0,0
15255,UGT1A10,0,0,0,0,0,0,0,0,0,0
15256,UGT1A9,0,0,0,0,0,0,0,0,0,0
15257,UGT1A7,0,0,0,0,0,0,0,0,0,0
15258,UGT1A6,0,0,0,0,0,0,0,0,0,0
15259,UGT1A5,0,0,0,0,0,0,0,0,0,0
15260,UGT1A4,0,0,0,0,0,0,0,0,0,0
15261,UGT1A3,0,0,0,0,0,0,0,0,0,0
15262,DNAJB3,0,0,0,0,0,0,0,0,0,0
15263,LOC100286922,0,0,0,0,0,0,0,0,0,0
15264,UGT1A1,0,0,0,0,0,0,0,0,0,0
15265,MROH2A,0,0,0,0,0,0,0,0,0,0
15266,HJURP,1,3,1,7,7,0,0,0,1,2
15267,MSL3P1,0,0,11,2,1,1,5,3,0,3
15268,TRPM8,0,0,0,0,0,0,0,0,0,0
15269,SPP2,0,0,0,0,0,0,0,0,0,0
15270,ARL4C,136,1083,379,607,1192,719,881,622,777,1367
15271,SH3BP4,0,0,1,2,5,3,1,0,1,2
15272,AGAP1,15,1,0,5,3,22,0,0,4,9
15273,AGAP1-IT1,0,0,0,0,0,0,0,0,0,0
15274,GBX2,0,0,0,0,0,0,0,0,0,0
15275,ASB18,0,0,0,0,0,0,0,0,0,0
15276,IQCA1,0,0,1,0,0,0,0,0,0,0
15277,ACKR3,3,0,0,1,2,2,0,0,0,1
15278,COPS8,193,92,445,93,122,152,137,94,107,194
15279,COL6A3,0,0,0,2,7,3,0,1,0,7
15280,MLPH,0,0,0,0,0,0,0,0,0,0
15281,MIR6811,0,0,0,0,0,0,0,0,0,0
15282,PRLH,0,0,0,0,0,0,0,0,0,0
15283,RAB17,0,0,0,0,2,1,1,0,0,0
15284,LRRFIP1,21012,14692,19110,21135,24338,22428,24026,21721,24646,27582
15285,RBM44,57,41,60,59,73,64,52,68,46,64
15286,RAMP1,6,0,0,0,1,0,0,0,0,1
15287,UBE2F,460,683,480,261,514,290,594,266,684,437
15288,UBE2F-SCLY,0,0,0,0,0,0,0,0,0,0
15289,SCLY,0,0,0,3,1,0,1,3,0,1
15290,ESPNL,0,0,0,0,0,0,1,0,0,0
15291,KLHL30,0,0,0,0,1,0,0,0,0,0
15292,FAM132B,0,0,0,1,1,0,0,1,0,1
15293,ILKAP,248,101,218,210,236,233,206,217,214,327
15294,LOC151174,0,0,0,3,5,4,3,0,9,19
15295,LOC643387,7,8,6,12,5,8,11,8,5,5
15296,HES6,1,16,15,22,11,45,29,18,58,51
15297,PER2,345,466,468,153,268,281,206,202,133,255
15298,TRAF3IP1,18,0,24,22,21,26,31,21,10,37
15299,ASB1,21,1,158,75,117,148,149,126,139,131
15300,LINC01107,0,0,0,0,0,0,0,0,1,0
15301,TWIST2,0,0,13,4,1,1,211,0,5,87
15302,FLJ43879,0,0,0,0,0,0,0,0,0,0
15303,HDAC4,701,829,467,2552,2322,3074,2696,3538,2062,2007
15304,MIR4440,0,0,0,2,4,2,0,3,1,0
15305,MIR4441,0,0,0,4,11,5,3,3,0,2
15306,MGC16025,1,0,8,19,15,2,9,4,6,3
15307,MIR4269,4,0,8,0,0,0,1,0,0,0
15308,MIR2467,0,0,0,0,0,0,0,0,0,0
15309,LOC150935,0,0,0,0,0,0,0,0,0,0
15310,MIR4786,0,0,0,1,1,0,0,1,0,0
15311,NDUFA10,554,662,522,327,428,550,430,450,340,575
15312,OR6B2,0,0,0,0,0,0,0,0,0,0
15313,PRR21,0,0,0,0,0,0,0,0,0,0
