"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MUC4",133.82759713314,4.17091208606747,0.914252837879949,4.56209914069215,5.06447218700518e-06,0.00160681150859672
"IFI44L",2070.71488846334,2.89135299819819,0.636936796048092,4.53946610737163,5.63968442626493e-06,0.00171999931141032
"TCN1",1223.53298823111,3.69661817704772,0.815707364173664,4.53179453736146,5.84847198674054e-06,0.00175124518453873
"KCNK10",51.127594462191,3.68680517207223,0.814387073987052,4.527091956436,5.98009220158329e-06,0.0017586810440692
"IL19",24.3873852614918,5.7910020092158,1.28795377265626,4.49628094746951,6.91523513602725e-06,0.00198415692000929
"RHCG",1796.15119140162,4.77087080582462,1.06245487978485,4.49042203730172,7.10821897386289e-06,0.00198415692000929
"UGT1A7",47.588486835473,3.82757902332178,0.851809581834526,4.49346791225146,7.00725840937208e-06,0.00198415692000929
"KIF14",99.9651111632477,2.0014304975973,0.448501691508484,4.46248149224525,8.10159279971837e-06,0.00222375219697603
"NLRP2",363.389046943875,2.49185996962288,0.558888325286334,4.45860086332316,8.24963753547147e-06,0.0022272668946177
"USP18",113.516099827796,1.85694056165489,0.417125061708015,4.45175975294128,8.51694250817358e-06,0.00226234719624372
"REN",23.2755627227695,3.45516111193355,0.797017345136182,4.33511407627294,1.4568455259411e-05,0.00352835131863589
"TRIM58",71.8707942765231,1.80501009431365,0.416162200852617,4.33727544360255,1.44259795938893e-05,0.00352835131863589
"LCE3E",640.671013080512,4.18456200512375,0.968978032270184,4.3185313451533,1.57070916959088e-05,0.00374898685710032
"KRT6C",3476.54173804686,4.78743398349474,1.11065475917304,4.31046096363854,1.62914587084377e-05,0.00374905782116873
"GPR68",572.190840410153,1.39218309807269,0.322865007579134,4.31196650424084,1.61808951025448e-05,0.00374905782116873
"FAM72B",19.626756196901,1.25325838976022,0.29224221572575,4.28842351420001,1.79945741434772e-05,0.0039011506153451
"SPRR2D",4432.87271455191,4.62762933680416,1.07774428083212,4.29381015432641,1.75632670919469e-05,0.0039011506153451
"IGFL1",69.0647952552767,3.7071268649426,0.863567086315781,4.2928070368664,1.76428328001461e-05,0.0039011506153451
"CXCL13",25.5018581486364,4.58550442160446,1.06930027835495,4.28832248006047,1.80027595340474e-05,0.0039011506153451
"LAMP3",588.405916909308,1.70193660842419,0.397463218132873,4.28199775672131,1.85222849935175e-05,0.0039616040462109
"RRM2",262.250770738686,2.06799121982664,0.485025326218944,4.26367677735066,2.01090271029016e-05,0.00424584060714983
"CXCL17",11.1637122369577,2.45608449802487,0.576634306907482,4.25934507989469,2.05026740410876e-05,0.00427415871876799
"TEX101",34.4269920530351,2.5931203667896,0.610559510626106,4.24712140529996,2.16534637675367e-05,0.00445763618484453
"IL26",6.4905084830853,3.71009801273565,0.877173258956049,4.22960683634058,2.34100083513142e-05,0.00470170033582674
"MMP12",55.8386517866979,4.5318040088909,1.07337788110046,4.22200241749417,2.42141512236576e-05,0.00480461272894478
"ADAMDEC1",59.3895316538456,3.17358314800733,0.755136267101375,4.20266286532532,2.63793323886775e-05,0.00511184221405284
"IFI27",4326.31086848277,3.6150516764791,0.860879956207259,4.19925176607174,2.67798431730783e-05,0.00512833996764449
"ABCG4",97.4542270317678,3.38907071427383,0.810639531812105,4.18073703696376,2.90565736768008e-05,0.00543787172594583
"CD36",2519.63233288463,1.93108798714179,0.463144419111726,4.16951583017121,3.05247414582364e-05,0.00558568852306329
"SLC26A4",26.4073975424886,1.6344472718169,0.39563123667414,4.13123919525876,3.60812895562884e-05,0.00632151869896291
"ZFP92",52.883131041576,2.54105885067163,0.615681772079584,4.12722767817003,3.67162832553281e-05,0.00636505756770526
"FOXE1",176.910113876221,3.01594029061294,0.732718301435627,4.11609793928139,3.85340614700884e-05,0.00641027735707965
"TUBB8",8.88117509667238,3.58236882115018,0.872436941982823,4.10616360766245,4.02284599414481e-05,0.00655962877995751
"GJB6",4724.15145741016,2.33745364526629,0.5712397368884,4.09189608901971,4.27860377234773e-05,0.0069082672085093
"LTF",1440.27759310337,2.90774616554408,0.71250407434686,4.08102391303455,4.48377412559009e-05,0.00716925010430517
"AASS",484.454031852242,1.82806992497138,0.44866122476783,4.07449947545023,4.61134171911473e-05,0.00730232565116351
"ACKR2",111.079486843965,2.5896507233392,0.639106315933156,4.05198737483616,5.07844061371164e-05,0.0077441517099275
"CXCL10",63.0737951717659,2.69454154647796,0.664832228565063,4.05296468899185,5.05726380605822e-05,0.0077441517099275
"NR4A3",64.6439515144786,1.55268049801263,0.38259166252701,4.05832288073714,4.94263995641592e-05,0.0077441517099275
"LCE3D",2098.64668776312,4.19662333054921,1.0383808362424,4.0415069154546,5.31088145956178e-05,0.00802430337224982
"ICOS",21.286735898576,2.35668704391689,0.58359654198847,4.03821283088317,5.38599759943702e-05,0.00806381767864803
"SERPINB3",4469.11934497402,4.60654183608466,1.14298452999549,4.03027487703864,5.57116643237567e-05,0.00826590450223378
"UGT1A10",5.19175751772251,3.38433806831602,0.841087452417509,4.02376478045004,5.72751234263957e-05,0.00842200006883313
"HS3ST3A1",36.4702497441076,2.46650390707966,0.613410290914138,4.02096923317661,5.79591753806876e-05,0.00844716512694286
"IL36G",1539.2720952188,3.9474597950005,0.984441162913392,4.00984837257134,6.0757751078258e-05,0.00877736317989325
"SPRR3",10.4771219581687,6.11123771910818,1.52798047458112,3.99955223301104,6.3462440570094e-05,0.00908837333694677
"CCL3L3",7.84790024479897,4.69342356057656,1.17652875823649,3.98921278185463,6.62929353220253e-05,0.00925235891371554
"TNFSF12",408.719798271833,-1.42142080624094,0.357160920623397,-3.97977696932789,6.89799524378255e-05,0.00954647761931554
"CD80",5.47941994325326,2.81482627033798,0.70836546156739,3.97369214488472,7.0767019542403e-05,0.0096319177259821
"CYP24A1",42.6988302297315,3.26668529833147,0.825369384851517,3.95784646036894,7.56285442161964e-05,0.0101262316641995
"TIGIT",48.3884068465296,1.70500856783886,0.430686149972842,3.95881912605356,7.53212499886818e-05,0.0101262316641995
"RNPEPL1",3249.55956821965,-1.30097947252796,0.329252137083433,-3.95131671445548,7.77223852593023e-05,0.0103226609906085
"KRT16",36028.1392107466,4.72383979884795,1.19672817986104,3.94729553322333,7.9038968635163e-05,0.01041354219562
"PLAT",911.381398006829,3.1218716789728,0.797192394577009,3.91608311896813,8.99992302202076e-05,0.0116708450590283
"LUZP2",48.6264159535888,2.98962764078664,0.767363483216637,3.89597329840965,9.78051644355684e-05,0.0122958263594609
"GPR15",8.20704137230983,3.34064167071083,0.858916370105969,3.88936779758741,0.000100505700832083,0.0124453262180719
"CXCL2",38.684603871196,2.17821552778827,0.559929742754239,3.89015864217865,0.00010017870846826,0.0124453262180719
"CKAP2L",102.688577694703,1.30344810768023,0.335383261398723,3.8864435340159,0.000101723574449278,0.0124649564095902
"PCP4L1",325.425609944245,2.05730765481672,0.530986739814896,3.87449911749944,0.000106844230522489,0.0127508524092382
"TNFRSF10A",154.855686369857,1.29255867398859,0.334311661914979,3.86632840321708,0.000110486138844453,0.0129049377349596
"PLEKHG7",10.3093355041014,3.85173200665887,0.998465828615711,3.85765030336488,0.000114482280464628,0.0131496402196093
"SERPIND1",6.06451405862727,1.85925844604029,0.482098200712723,3.85659694081332,0.000114976512940904,0.0131496402196093
"HAS3",527.139992417559,2.28489378270744,0.594254014765567,3.84497828526885,0.000120563114369287,0.0136934753830882
"IFI6",6584.36341520411,2.48132023879956,0.64683675619404,3.83608416658252,0.000125011580883948,0.0139109170647145
"IL4I1",48.3522452726923,2.06659482009609,0.540613852196151,3.82268195996256,0.000132007998379221,0.0143976140748834
"FZD5",203.777752640337,1.56668497252892,0.409830325538488,3.82276487341538,0.000131963602169611,0.0143976140748834
"GPR158",6.98324215666892,2.85487194962501,0.749470984749775,3.80918275385693,0.000139426876825973,0.0149105274964088
"HTR3A",35.4347178466998,2.82458592008191,0.742631390440277,3.8034830690463,0.000142675749102736,0.0151595284643417
"SLC7A5",2240.98518406665,1.76806460125526,0.471124642643613,3.75285952213017,0.000174828836001908,0.0179953506257214
"MYH13",4.56666645219855,3.89010183383348,1.03737952188119,3.74993119854451,0.000176883094853378,0.0180937123549086
"TXNDC17",1034.08776294003,1.34292097105765,0.359220330625927,3.73843253447728,0.000185171168600199,0.0183709878052811
"KPNA7",8.23145828247187,2.65494903957018,0.710167207220908,3.73848441969007,0.000185132963773245,0.0183709878052811
"SH2D5",10.9523123972379,1.93081293505516,0.517035770223879,3.73438946829366,0.000188171109320879,0.0185568263437459
"FKBP8",11241.1983225753,-1.4434745524909,0.3883312413715,-3.71712187614075,0.000201505250423587,0.0196246718223321
"TRIM15",38.2565982488315,3.02417611059851,0.815037693588138,3.71047392579454,0.000206871604026222,0.0196934592295251
"HRNR",74.4043331772813,3.19821671343102,0.865994977363978,3.69311231245953,0.000221526125997044,0.020778557240759
"CCR7",96.3026966644335,1.81277994012285,0.491126492164904,3.69106527349411,0.000223316815326634,0.020778557240759
"CHI3L2",1035.33804921097,2.89895855294572,0.787265604717561,3.68231323148653,0.0002311271853165,0.0210571172039163
"GDA",429.975901550743,3.56588317580026,0.968732556376176,3.68097794621405,0.000232341102769387,0.0210571172039163
"MTNR1A",2.80650453708076,3.98957188925994,1.08607824196614,3.67337428842839,0.000239368464939356,0.0215418538201435
"ERCC6L",52.1278300124388,1.72967746093034,0.471592267731842,3.66773923001188,0.000244704561912543,0.0216668786566541
"EPHB2",336.17431208107,2.84580822129883,0.777205907048281,3.6615885127621,0.000250656230262427,0.0220751735625236
"PCP2",44.7497527711141,-1.28266437710325,0.350521702049689,-3.65930089236366,0.000252904253051859,0.0221160185772192
"SHCBP1",186.099774917217,1.4670673075731,0.401223389945863,3.65648500146278,0.00025569736482721,0.0221635784281016
"TRIM10",51.7964155249676,2.79513415804554,0.76745227042842,3.64209510577797,0.000270428120330478,0.0227228607842992
"TMC5",170.99197425926,1.65138461023077,0.454612553653728,3.63250991851976,0.000280677783816318,0.0231860636651709
"GZMB",85.7393112846161,2.24820591891895,0.61960886548279,3.62842761645636,0.000285152673540493,0.0232484127749425
"CRIP3",16.5063670197581,-1.49845712889812,0.413150196217509,-3.62690649215917,0.00028683710939089,0.0232705436185151
"IL20",12.8746885752419,3.57258752734062,0.988790616045705,3.61308801819726,0.000302571936694724,0.0240727402194465
"IL17A",6.59096994448249,5.43966506213724,1.50399680140349,3.61680627050609,0.000298260361989136,0.0240727402194465
"ARSF",294.822994546411,3.29027920193615,0.914278622433784,3.59877079175003,0.000319724823049349,0.0250740386228558
"FHL3",1333.50439317444,-1.82263104933666,0.507471010107639,-3.59159639276746,0.000328658570584478,0.0255314999950743
"LCK",133.242131140862,1.34613585570556,0.376575356868102,3.57467856341181,0.000350658430129885,0.0267039638915513
"PLA2G4B",65.4678401132572,1.95705736974111,0.549144809615084,3.56382749226543,0.000365486199483861,0.0272438368544972
"CCDC60",6.70214904595991,2.92124290338299,0.820375883468978,3.5608590674685,0.000369643453804563,0.0272989149807504
"CHAC1",115.066339640271,3.0479139362852,0.855853070423049,3.56125840008802,0.000369081629568525,0.0272989149807504
"DEFB4B",10.3199438405712,6.03988312533442,1.69700011580889,3.55915304251789,0.00037205269022764,0.0273303388764215
"NCAPG",153.856547885386,1.91433154420915,0.538819594756574,3.5528246612375,0.000381118403110483,0.0277727388532148
"CTLA4",25.7601010612207,1.90489206949875,0.538212125449816,3.53929608684812,0.000401195589649675,0.0288527954844563
"CHST1",43.9688288433142,2.17093090571866,0.616004099076221,3.52421503196855,0.000424739408035897,0.0302762733531333
"HYAL4",101.568932446065,3.02679493365259,0.859124315832627,3.52311636147691,0.000426504063265949,0.0302762733531333
"CYP7B1",187.529473770597,1.87423203464116,0.533429139724262,3.51355390072988,0.000442154695675493,0.0304679735693711
"CABIN1",3277.59960358158,-1.35115266637188,0.384817590419002,-3.51115099728342,0.000446170889186405,0.0306166182250455
"FAM169A",22.723275603445,1.47013642083588,0.420562996622792,3.49563901874721,0.000472928024948195,0.0317904148688646
"ISG15",1441.11332502977,2.38592349022459,0.68364440635539,3.49000659998713,0.000483008618163134,0.0321104973129332
"CD24",4302.70667839822,1.47486947382012,0.423831101776027,3.47985192129557,0.000501690989835592,0.0329177247474198
"CHRNA5",9.58515377925785,1.43569798425914,0.414801906987551,3.46116534199596,0.000537842369389691,0.0347361803195248
"KIF20A",192.649227280042,1.84858350267382,0.534635063298215,3.45765481835353,0.000544899056678714,0.0349180644530807
"ESCO2",61.4824473169025,1.77541308012198,0.515084036883019,3.44684158892929,0.000567181044219984,0.0355167475941404
"HRH3",20.4779877233749,2.01521214113746,0.585262307658418,3.44326315699389,0.000574739761444557,0.0358537467092061
"PGLYRP2",18.2132310050586,1.45766819630193,0.42574792979474,3.42378222955704,0.000617560879204992,0.0376689263689889
"ALDH1A3",164.264976319396,2.14602952724573,0.627051497728622,3.42241352587359,0.000620678372656913,0.0376767873541415
"CLEC3A",11.0494288559438,5.36599944469463,1.57020310371221,3.4173919488559,0.000632241852342999,0.0380014272490396
"TCL1A",14.4803985343397,3.73983150863553,1.09486699913634,3.41578612889565,0.000635981753743586,0.0380872127360114
"TTC39A",510.47387855503,1.67355014386157,0.490265882792174,3.41355620001606,0.000641209322194944,0.038123019231872
"DUSP9",18.3021977709227,2.40678153169479,0.70499272071914,3.41390976241529,0.000640377817008222,0.038123019231872
"LGALS3BP",1767.54077697902,1.4460284996183,0.424684186379226,3.40495018650649,0.000661761239676214,0.038774081440122
"TMEM171",39.4285362357694,2.11847513997924,0.622614050279163,3.4025495233032,0.000667602548963639,0.038774081440122
"LYL1",460.960694966912,-2.06527960516108,0.607945465491987,-3.39714616259162,0.000680925859963526,0.0390737560548408
"MZB1",14.0054015422487,2.03805697464142,0.600892173321435,3.39171829011526,0.000694558119673643,0.0395801995602257
"RPS4Y2",5.61532368769696,-6.22352982723124,1.83742765257751,-3.38708836699011,0.000706386314772198,0.0399834042345322
"ZC3H12A",2624.98342900419,1.46249646192243,0.43234201835318,3.38273033810864,0.000717690651159532,0.0401899844505543
"CXCL9",147.197308440897,2.7742882184909,0.820337649206483,3.3818857651779,0.000719900747641844,0.0401899844505543
"C9",7.45441285329511,2.2198953712214,0.656275218071508,3.38256772477963,0.000718115690559697,0.0401899844505543
"CCNB1",402.952171165243,1.80281450345826,0.533646192014688,3.3782954519961,0.000729366712323608,0.0404442437214057
"SYCP2L",19.7352718907966,-1.42344537697102,0.421616100588791,-3.37616465543693,0.000735039157984677,0.0406220130632538
"IL21R",22.1455955141407,1.61653931839437,0.479835955680333,3.36894161276925,0.000754574113337197,0.0414497775671316
"EGFL6",99.5268103576933,2.77885558604179,0.825112610144371,3.36785009934047,0.000757567736213893,0.0414497775671316
"CPLX2",5.51636179090342,-2.19827933298941,0.65442145509409,-3.35911867784553,0.000781914799920225,0.0422914298316506
"ACE2",33.4628586550228,1.54882145678953,0.461143087754392,3.35865699371481,0.000783222180985696,0.0422914298316506
"CCNA2",255.929370584839,1.65206211696358,0.492270204912573,3.35600672248077,0.000790766465940663,0.0423391061424793
"CLEC2L",12.1044114507305,2.04528048002025,0.609668367978971,3.35474265591355,0.000794388475197407,0.0423391061424793
"HBEGF",262.459113330346,1.34648741361571,0.403668965112251,3.33562282461147,0.000851085483060579,0.044356097533306
"TGFB1",6873.13695265705,-2.091331979272,0.627531734939736,-3.3326314237683,0.000860288281769146,0.0446942830045933
"GBP6",254.530485432738,1.8079930141635,0.543514273223093,3.32648672396757,0.000879482092508656,0.0454049861489814
"CRABP2",6093.00529839732,1.93740804998066,0.585145294528732,3.31098629365382,0.000929677621123978,0.0471103407455101
"KIF23",219.639902666951,1.29980995645646,0.393075916964385,3.30676569171301,0.000943797997692914,0.0475333615412985
"JCHAIN",114.349371706619,2.14650155362626,0.650464887366162,3.29994992092162,0.000967020828354269,0.0484068876053691
"IZUMO1",12.2994154834301,2.14561974870663,0.651362661678461,3.29404780921537,0.000987556997857317,0.0486948389153059
"HMGA2",4.69651213516246,1.97943085394489,0.601265710668217,3.29210666569535,0.000994398886895817,0.0488858366217529
"ERGIC1",7195.53187315702,-1.60598897205759,0.488013215074938,-3.29087189126832,0.000998773867205289,0.0489547821994164
"KRT6A",62194.7955146163,3.98397060200057,1.21372395812017,3.28243549560559,0.00102914528334117,0.049849981386311
"RENBP",465.712706714607,-1.50916784112498,0.459574082760323,-3.2838401853745,0.00102402973721189,0.049849981386311
