"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
16.6875778362827,-0.567992973660567,0.700245747395308,-0.811133770927309,0.417288853999012,0.889161616833967
1803.99005831472,0.378633278108171,0.453773409288658,0.834410457637266,0.404049726259003,0.884748458932702
297.984169594615,-0.173046566106881,0.310922880615619,-0.556557837635665,0.577829567355761,0.942056912646361
947.773255404201,-0.108628823494802,0.833639243374832,-0.130306753620473,0.896323737013605,0.990670666006278
325.470046246751,0.0327548212602089,0.833898865771735,0.0392791291662159,0.968667846285749,0.998030457317526
367.878795233747,-0.576840051543239,0.290116804280913,-1.98830279057086,0.0467782123562764,0.389873673732548
1441.11332502977,2.38592349022459,0.68364440635539,3.49000659998713,0.000483008618163134,0.0321104973129332
2657.23161694944,0.697530398313192,0.555520201549875,1.25563462204815,0.209248472701901,0.734984340037432
128.220339431284,0.730376791314256,0.806855849791965,0.905213479585693,0.365352302078303,0.866849310881926
394.947718292873,-0.0377551593641941,0.395111699703018,-0.0955556603172531,0.923873481927413,0.993210355692663
22.9653498066252,0.643965978093672,0.657051309516162,0.980084764716282,0.327044278920373,0.842822575117393
424.832723998444,-0.397551775060828,0.736975798884326,-0.539436675753347,0.589585580186798,0.944381639427904
34.1169311543977,0.605658882454492,0.356428756111837,1.69924247712621,0.0892735059452381,0.526559274280721
3370.04652622532,-0.173830865077415,0.122712435808618,-1.41657089545937,0.156608422825626,0.650323781017456
490.645331066942,0.0813783633184332,0.384540943929962,0.211624703696715,0.832399835048449,0.986362642513472
1730.77091973072,-0.129652044333215,0.163808970822722,-0.791483175079146,0.428662090447151,0.895144950352369
144.600506883438,0.391260497084076,0.482285157854042,0.811263815011465,0.417214185342831,0.889161616833967
4016.08397782767,-0.141672374063307,0.382292135780153,-0.370586681764177,0.710945403254971,0.969480407689462
291.159406433765,0.381184499994797,0.156785443593999,2.43124930004272,0.0150468573563845,0.213626460174394
901.75718501272,0.0362871184084236,0.24200027390049,0.14994660057015,0.880806745370941,0.989430049596817
34.8101068911437,-0.277513742020684,0.448252998757648,-0.619100692666475,0.535850027050626,0.932350873751495
1847.13723973436,0.0962770408685169,0.391151289561201,0.246137603116487,0.80557571521443,0.982451603514992
1166.83576564579,0.151410462539435,0.78919521878694,0.191854257267506,0.847856369149341,0.987181962050292
2001.89411837501,-0.203116243126003,0.224226227743668,-0.905854079471032,0.36501309255153,0.866849310881926
4745.97873506574,-0.0275468693151155,0.13419977174513,-0.205267631657616,0.837363031774717,0.986395852073714
885.851069421275,0.219616300801698,0.216574968035153,1.01404286374431,0.310562299586138,0.829198386924153
171.258914323425,0.816171721469088,0.763081624865018,1.06957328662377,0.284811424730873,0.806769754711514
14.8524265827853,0.796232431395471,0.646036480344692,1.23248834333727,0.217766718327418,0.743448291261701
946.122984625987,0.811307099269831,0.917815437439575,0.883954514355446,0.376720767394668,0.871259883266253
31.7760894128484,-0.140018314474865,0.321748196311698,-0.435179796126099,0.663431926474162,0.960720537432898
758.86476681456,0.0660339425277798,0.464690122373995,0.142103176608161,0.886998509071699,0.989925325157982
416.300017590291,0.639900601897151,0.513170539453786,1.24695506210909,0.212413975362128,0.738162634915039
23.8041827808863,-0.5243325752213,0.315652457879411,-1.66110721501688,0.0966919156751559,0.540536035048928
3358.74983979405,0.0773211303065531,0.189899838677927,0.407167962041773,0.683884630530424,0.966311949842102
1971.12932758365,-0.366595855477318,0.238928000616858,-1.53433609510334,0.124946990201925,0.59835765677101
19.0161829727757,-0.377165895962858,0.514095981229846,-0.733648792703229,0.463162815168567,0.910470800642962
1998.14908393593,-0.889818744864684,0.36678160609765,-2.42601790840019,0.015265516971368,0.215430847473401
1563.31945523243,-0.719039654457163,0.316308928123443,-2.27321959807771,0.0230129498529105,0.268071959787696
1099.93216513059,-1.27835908755874,0.898506470818282,-1.42276002352495,0.1548057337615,0.647156300085603
15801.3445421362,-1.00309012931836,0.727830926031046,-1.37819113401561,0.168144283874184,0.671150802502165
10586.4670060928,-0.764463119237909,0.260992059865171,-2.92906657632739,0.00339981593647026,0.097887357793232
31.1114167374268,-0.73478528343079,0.686562518444681,-1.07023798079649,0.28451220246489,0.806769754711514
25.66863864826,-0.5277876485365,0.612055899889253,-0.862319354542614,0.388511805023279,0.876940369284769
8.77522654710974,-0.623988996844645,0.747312810027112,-0.834976984834512,0.403730666975334,0.884748458932702
13.0221341565688,-0.897961713863894,0.65262861767157,-1.37591532082613,0.168847851330465,0.672324724321515
511.858417598418,-0.375195575076833,0.12866441200932,-2.91607888473198,0.00354460867856298,0.100657226619229
712.132089021837,-0.313151426660826,0.100609656434073,-3.1125384755292,0.00185485834206727,0.0675833230874025
3829.98244491759,-0.462774242306803,0.319038862207515,-1.45052624343237,0.146911826360672,0.633884303210251
171.246682198577,0.227125918473416,0.282996459014706,0.80257512501813,0.422220350646358,0.891823387815169
3143.73028878573,0.0979662525817665,0.190221987253327,0.515010141552671,0.606545933198986,0.948372256133494
281.982143348577,0.170388323004671,0.431355891726618,0.39500636544605,0.692838190243594,0.966311949842102
2498.51312093693,-0.484590125559291,0.759752295487687,-0.637826471124027,0.523586645990423,0.930067446055663
617.587185920854,-0.151461680404422,0.213168078758427,-0.710527023026116,0.477377379513673,0.91479336040559
52.1872930160829,0.339946201494386,0.732761101574158,0.463925010162377,0.642701473436311,0.955024974111169
3301.8764660524,-0.451570333978127,0.477063614781846,-0.946562093578701,0.343861967435006,0.852922519142783
7.60394166038837,-0.663375526552526,0.297960265082633,-2.22638923471407,0.0259881209382592,0.286862174083238
