"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RAD9A",208.888000631395,-1.91654854131647,0.206093339515182,-9.29942008715564,1.41213770257843e-20,4.85233896406688e-19
"IL3RA",47.989479447181,-9.66316540241435,1.03910859853353,-9.29947593163195,1.41139624755973e-20,4.85233896406688e-19
"SFT2D3",34.6716902278895,-9.30986236251781,1.0012056778111,-9.29865118511079,1.42238576887909e-20,4.87692790146978e-19
"TMEM102",46.7161877280991,-3.3895257091777,0.364568398927846,-9.29736564975435,1.43968412331101e-20,4.92553101797424e-19
"ITPKB",1223.73285709015,-1.47229491738121,0.158573255694384,-9.2846357409647,1.62261234252062e-20,5.53935971130634e-19
"ASMT",33.5470151197662,-9.26229734997052,0.997641777342293,-9.28419154082057,1.6293942800814e-20,5.55049818260127e-19
"FUBP3",384.795457084038,-1.31453928605666,0.141718230093179,-9.27572469111671,1.76415650447506e-20,5.99661129064238e-19
"CEACAM8",776.384635535494,6.92315719864209,0.747132245421137,9.26630759289436,1.92701492426205e-20,6.53610309364753e-19
"RHOB",772.558912118981,-2.55249989564521,0.2755161607321,-9.26442894987622,1.96123964116439e-20,6.6379123649023e-19
"ST20-MTHFS",33.7837415469016,-9.2722828170132,1.00133514916464,-9.25991944330387,2.04586505864827e-20,6.90950400535342e-19
"SNRPN",263.17196986484,-2.3555563090628,0.254528533875327,-9.25458640411846,2.15061398486669e-20,7.24775294216185e-19
"CA14",71.7346099554235,-3.03708804640091,0.328184347635524,-9.25421357929551,2.15813201971912e-20,7.25758170895733e-19
"RNF126",737.180519006491,-1.84883071166752,0.199794182816447,-9.2536763863944,2.1690102614539e-20,7.2786446475853e-19
"CDCA8",119.708045952891,2.1308749960468,0.230600593398931,9.24054428758757,2.45246498343225e-20,8.19546215769709e-19
"CD38",1305.1421116768,1.74070011378548,0.188376491680769,9.24053791560861,2.45261104389616e-20,8.19546215769709e-19
"EVI5L",78.4809541343305,-2.60686340870272,0.282280657764136,-9.23500543519677,2.58272902058969e-20,8.61200890332782e-19
"SENP3",84.2345801040373,-4.25343892891544,0.461187557157686,-9.22279637189156,2.89451153050065e-20,9.63127338798656e-19
"CCDC183",18.9655059073286,-2.90344105984915,0.314939461407763,-9.21904497731378,2.99758050212618e-20,9.95322940621772e-19
"EMP3",1777.4347200423,-1.64261081477906,0.178581773135841,-9.19808772158169,3.64376259400738e-20,1.20734083261942e-18
"GPR19",91.3133529050678,-3.85975326000922,0.419751482525406,-9.19532966694312,3.73846478957491e-20,1.23612299080033e-18
"TCF7",2490.48523145702,-1.78097669658164,0.193863352040232,-9.18676313928604,4.04839936310193e-20,1.33580240072894e-18
"MEN1",224.202014219081,-2.7389384201383,0.298223602371698,-9.18417723599409,4.14685217195031e-20,1.36543115774531e-18
"CNTD1",85.7614175233683,-2.67209456240354,0.291167529286407,-9.17717222436277,4.42560134995579e-20,1.45417884357297e-18
"CXCR1",1137.39542508329,3.58699656008161,0.391518652610209,9.16175139081502,5.10617636177212e-20,1.67431629060021e-18
"GGH",169.602771906074,2.3652741598125,0.258273441985229,9.15802314644406,5.28566799204959e-20,1.72957584171382e-18
"MKI67",318.403287181397,2.36563853712224,0.25845586878815,9.15296893126962,5.53899150649724e-20,1.80497880248914e-18
"XK",268.966127263086,3.1041235542411,0.339136990682503,9.15300789805954,5.53699326704927e-20,1.80497880248914e-18
"CNNM2",235.354989250331,-1.45474734694553,0.159082750545033,-9.14459513656519,5.98536361049603e-20,1.94641556422151e-18
"RGPD4",8.89248004223746,-4.00692155443353,0.438310383385091,-9.14174454067888,6.14528608752799e-20,1.99430971548336e-18
"RHPN1",124.28014941062,-2.61505137040175,0.286476626911091,-9.12832365627281,6.95681275264053e-20,2.25303594937673e-18
"TMCC2",304.298716591265,2.18757607389505,0.239818135468908,9.12181253355907,7.38782385768077e-20,2.3828375845264e-18
"DND1",28.1383638315789,-9.00914614827317,0.987639612815912,-9.12189631862447,7.38211341846439e-20,2.3828375845264e-18
"MMEL1",14.0575389711164,-3.51428604318872,0.38567631595822,-9.11200895097076,8.08703760198175e-20,2.59773435964269e-18
"TPX2",215.986584464015,2.32251021577332,0.255194009561698,9.10095899101349,8.95376883449192e-20,2.86447955492103e-18
"ZBTB22",152.019832989943,-2.30666264991722,0.253544255105447,-9.09767270789826,9.22881254284634e-20,2.94649456327475e-18
"CEP104",214.760952824568,-1.36171886303225,0.1497999139077,-9.09025130596059,9.88104007711844e-20,3.14835887063257e-18
"TCFL5",39.5525948273938,-2.50735145839633,0.275917480320351,-9.08732370085867,1.01506820968829e-19,3.2277531861298e-18
"RNASE4",36.0607654578875,-3.46199101251489,0.381009845629397,-9.08635577853891,1.02414206220643e-19,3.25005404529575e-18
"SCGB3A1",11.6914720661566,-5.20445168197097,0.572930310405398,-9.08391751570687,1.04735657178056e-19,3.317049769101e-18
"GLS2",12.7218320073938,-3.73627595079251,0.412091120039686,-9.06662572693315,1.22759725411374e-19,3.87233277837638e-18
"MXD3",492.570934472349,-2.23516782704075,0.246547168361208,-9.06588318129082,1.23598835249345e-19,3.89101961986561e-18
"GAPDHS",14.2656710471595,-7.41566396486126,0.818389982299372,-9.06128389307259,1.28923981268185e-19,4.05057576207533e-18
"TMEM200B",31.4027070140074,-9.09644004035648,1.00469788058609,-9.05390587173338,1.37943735513252e-19,4.32534512229625e-18
"NAGLU",317.029464945073,-1.9410601478815,0.214464389733768,-9.05073401831925,1.42010477357302e-19,4.44402628745905e-18
"ATRIP",202.436513147294,-1.93087299892453,0.213508097111615,-9.04355865208771,1.51652579577237e-19,4.73636531701423e-18
"COL17A1",59.3402311533427,5.51591083789478,0.610085659551506,9.04120716744877,1.54951058650855e-19,4.82981837359937e-18
"HYI",26.7216969917235,-8.93490905583653,0.988282643337757,-9.04084384772801,1.55466979247385e-19,4.83634161082792e-18
"PGA4",8.91256237324407,-4.97100765008393,0.550035977376138,-9.03760454688321,1.60142525870037e-19,4.96461718862866e-18
"CDC45",90.8666727330105,2.80871061001291,0.310782247132177,9.0375516488828,1.60220019592442e-19,4.96461718862866e-18
"PARPBP",82.8549192403078,1.79331847879349,0.198679406495114,9.02619204692257,1.77749469907456e-19,5.49698948898116e-18
"BCL6",2706.44887339316,1.52746394688193,0.169302899191926,9.02207790990249,1.8455489491907e-19,5.69628141421442e-18
"CXXC5",593.02142012618,-1.58981974519222,0.176450729664377,-9.00999246767741,2.06070645054378e-19,6.34794182382355e-18
"KCNA3",619.765888109761,-1.78433116383162,0.198143403532199,-9.00525140894563,2.15172237153498e-19,6.61539283505841e-18
"WDR81",525.333286132825,-1.26011899456476,0.139999353641859,-9.00089151688766,2.23892096805985e-19,6.87008978759533e-18
"TRIM6-TRIM34",26.9211008795929,-8.94536488272789,0.994671734072059,-8.99328348872116,2.39952316500644e-19,7.34859793368574e-18
"GTF2I",308.973206570479,-2.38496404936124,0.265242964110997,-8.99162040868762,2.43611810276368e-19,7.44621215441644e-18
"FAAH",166.360395876549,-1.98322958653909,0.220578125484557,-8.99105286248314,2.44873234009876e-19,7.47023472194261e-18
"RTN1",342.332192269904,-2.20916039196007,0.245712309771532,-8.99084133804361,2.45345015595123e-19,7.47023472194261e-18
"HELLS",244.214948411554,1.76608578936053,0.196507950131179,8.98735032440964,2.53262321997735e-19,7.6964418931566e-18
"C19orf53",443.001505279187,-1.58598968330835,0.17649240356488,-8.98616400068077,2.56009851296721e-19,7.76497572048439e-18
"EPHX1",116.182122798997,-2.11079047116901,0.234913083111636,-8.98541044717338,2.57770356718911e-19,7.80336672969417e-18
"WDR38",30.367205256264,-8.14365337292757,0.906386967686351,-8.984742348751,2.59341216480142e-19,7.83588058682912e-18
"ZBTB24",272.624842610859,-1.32971490141041,0.148053996667338,-8.98128339215418,2.67626550087634e-19,8.07075707071158e-18
"ZFP36L2",5597.83198545575,-2.23043579074343,0.248587785455365,-8.97242713135601,2.90051178553422e-19,8.73031906134459e-18
"PLCB2",1799.59104945833,-1.68871067492684,0.188267762405049,-8.96972829205701,2.97246770285456e-19,8.92985916369945e-18
"MLLT6",2604.72273919927,-1.7789435927132,0.198475416786613,-8.96304248412688,3.15840823097967e-19,9.47042103023028e-18
"TAOK2",310.437706535083,-1.44309625229821,0.161175537186915,-8.95356874551411,3.44171367909262e-19,1.03003241264988e-17
"FBF1",88.6934118803122,-1.98366273607197,0.221822050650269,-8.94258587122825,3.80168205867603e-19,1.13560851192118e-17
"DEFA3",1075.28175807682,6.56530578611941,0.734417606177565,8.93947221702645,3.91033449605486e-19,1.16585625088426e-17
"IDUA",150.243769759306,-3.41374944800856,0.381938497156372,-8.93795591024414,3.96435188687238e-19,1.17973128225946e-17
"CERK",943.689093513078,-1.37751376735917,0.154285291220976,-8.92835445594235,4.32392297425591e-19,1.28431098210856e-17
"FKBP8",1135.01204778102,-2.5159702587588,0.28182711765881,-8.92735333512058,4.36322049003601e-19,1.29354724753474e-17
"POMZP3",53.5509091614858,-2.04661947635371,0.229366036269423,-8.92294042152632,4.54069038484069e-19,1.34363543620464e-17
"SDHA",1104.27388821676,-2.02870424012256,0.227490661623285,-8.91774732925963,4.75868614355626e-19,1.4028784646013e-17
"CDAN1",147.933170576769,-1.72510941143788,0.193442805853892,-8.91793005081233,4.75084323136868e-19,1.4028784646013e-17
"PIP5K1C",353.838239198154,-1.26447795895455,0.141837464396507,-8.91497859422879,4.87910508048914e-19,1.4356948755499e-17
"ZNF263",373.904780088016,-1.67072132996564,0.18744190361167,-8.91327551510003,4.95466622489348e-19,1.45250921373643e-17
"NPIPA5",43.5576690918927,-3.2731304112785,0.367218343563828,-8.91330857688916,4.95318841557786e-19,1.45250921373643e-17
"ABHD16B",23.546854735638,-8.75286114072916,0.982547344803076,-8.90833524412345,5.18045480363535e-19,1.51588373215096e-17
"DLGAP5",83.3620449864281,3.03861921930784,0.341338537469957,8.90206901872392,5.4815164900247e-19,1.60100885334573e-17
"SYCE1L",18.0646582049318,-3.6249294381371,0.407517570101838,-8.89514883304598,5.83410567990933e-19,1.70084130838318e-17
"DTL",130.29569938767,2.76174106157627,0.310505463405471,8.89433967211671,5.87676869671184e-19,1.7101180052498e-17
"KCNJ15",491.952732547898,3.65805037735265,0.411416233386931,8.89136130394812,6.03647474530344e-19,1.75335690023805e-17
"ARHGEF18",1135.33205661389,-1.68000818115163,0.189014696053665,-8.88824105335514,6.20838763381501e-19,1.79997591471563e-17
"ZAR1",20.8177301223914,-7.91947063154511,0.891286661841037,-8.88543604499443,6.36705465461611e-19,1.84259056903863e-17
"C4orf51",9.14726256145056,-7.17698878635827,0.808216480397447,-8.88003271453823,6.68407015350274e-19,1.93079037474442e-17
"ANKRD16",29.7930816908424,-3.61869444178261,0.408041281143791,-8.86845181849972,7.41698447986301e-19,2.1385864573382e-17
"POLRMT",433.131319137302,-2.44501538086094,0.275752819195894,-8.86669223542554,7.53508020127694e-19,2.16867308274708e-17
"BCL2L12",155.177088532028,-2.04655940328908,0.23086011989103,-8.86493260185039,7.65503633170355e-19,2.19918457237939e-17
"ARHGEF39",114.324706652686,-1.87943233139063,0.212204326188786,-8.85671072378894,8.24100253868264e-19,2.36321985527459e-17
"DNMT3A",394.864441888704,-1.46057283853574,0.165045149980935,-8.84953504361962,8.78846646659069e-19,2.51563871344952e-17
"ZC3H12D",176.627569688887,-2.01640330071603,0.227969124401878,-8.84507191930692,9.14693796069001e-19,2.6135055347102e-17
"EPN1",471.987120848163,-2.55993088903185,0.289437492389719,-8.84450341210451,9.19362425938772e-19,2.61736176568706e-17
"CC2D1A",223.428568342476,-1.66881981680696,0.189093807972422,-8.82535411762584,1.09113993575095e-18,3.09522645083884e-17
"SLC26A1",23.4318234708852,-3.04038891986143,0.344627416697641,-8.82224910889464,1.12183341619523e-18,3.17658108442212e-17
"MEGF6",325.695763169074,-1.78560676387845,0.202461041709396,-8.81950793497069,1.14963802210564e-18,3.2494786531631e-17
"ELOVL7",443.157107844526,2.66281071318666,0.301936093799614,8.81912023063361,1.15362517776315e-18,3.25491526005017e-17
"PPAN",77.3368934850007,-4.09032260817081,0.463906021924538,-8.81713626221513,1.17424306714652e-18,3.30717172411337e-17
"ABHD15",242.991179276793,-1.80719828455059,0.205037242833668,-8.81400012785307,1.20757918418347e-18,3.39499802013221e-17
"RPL21",7980.19803619495,-1.31161005441809,0.148906992611363,-8.80825024679201,1.27114409012475e-18,3.56734601235722e-17
"CEACAM1",337.373603484247,3.49257120157058,0.396554195512834,8.80729857631161,1.28197887446126e-18,3.5913624881e-17
"SH3BGRL2",2473.30322220845,2.72825124548537,0.310104090976386,8.79785634847728,1.39454393767571e-18,3.89287557257015e-17
"LIN37",66.5328103562008,-2.24925743397307,0.255851165888526,-8.7912729502787,1.4787482011863e-18,4.12063898040818e-17
"NRROS",244.658671201882,-1.94221577808612,0.221218086394085,-8.77964279388164,1.63994662434589e-18,4.56177039844505e-17
"GNA12",475.615954731463,-1.8507373224267,0.210848359649065,-8.77757515167327,1.6703688987391e-18,4.6382144843157e-17
"TSPAN33",312.677557662061,-2.36698441980715,0.269834403344394,-8.77198900685072,1.75537544384414e-18,4.85715464917715e-17
"LIMS3",7.35382397158764,-6.25682947677339,0.714216467645529,-8.76041054807867,1.94540527186396e-18,5.37354324830795e-17
"MICALL1",166.544705680758,-1.57176425300925,0.179487354831452,-8.75696371192953,2.00580196978319e-18,5.53068333346511e-17
"C17orf49",150.307894548967,-3.08577496474145,0.352510601796948,-8.7537082544794,2.064543821162e-18,5.68271992100648e-17
"PGLYRP1",94.7261632140708,5.4474714755111,0.62243864930043,8.75182073226592,2.09937710556539e-18,5.76853235348038e-17
"SLC26A11",283.298646412614,-1.4071248357061,0.160928585241864,-8.74378429159302,2.2542965762079e-18,6.17270236110261e-17
"PITPNM2",202.672319269906,-1.99323645990432,0.228007935278053,-8.74196092111264,2.29098740278361e-18,6.26229693530383e-17
"PRICKLE4",8.77263668286759,-6.37442603496333,0.729805393602655,-8.73441891611165,2.44911866297169e-18,6.68295840006737e-17
"SDR39U1",321.335481601498,-2.24199592845825,0.256776132084817,-8.73132526086064,2.51705670875103e-18,6.85647986363062e-17
"RAB27B",518.108518577546,2.07050128973029,0.237164725038784,8.73022448592087,2.54167632655436e-18,6.91160672800264e-17
"TLR9",25.1347564682744,-4.83952429767377,0.554382464006066,-8.72957680281317,2.55627316954799e-18,6.93933570225662e-17
"GMNN",178.973742897437,1.36847480400494,0.156786029600093,8.72829554709331,2.5853930966383e-18,7.0063264467662e-17
"ELANE",360.708294495362,4.66579405096358,0.535482214817818,8.71325680265772,2.95266731271377e-18,7.97422411919891e-17
"OLFM4",286.631406692552,6.91928020185372,0.79414271553904,8.71289261547545,2.96217231280828e-18,7.98621909702774e-17
"NOG",38.7079598917196,-3.33992399607261,0.383570476365029,-8.7074584773155,3.10764005342108e-18,8.3641124441224e-17
"SDC1",105.098606634237,4.99224486640197,0.573604082272645,8.70329382354197,3.22387813900424e-18,8.66218160278959e-17
"PAQR4",41.1852931022539,-3.0666046495553,0.352623994203001,-8.6965285969448,3.42191456276645e-18,9.17864566053612e-17
"BRD1",592.77093844859,-1.40005523411228,0.161101116907198,-8.69053710483449,3.60729972788395e-18,9.65947899969197e-17
"ARHGAP18",861.183499109952,1.56093660267449,0.179754295228572,8.68372352766111,3.83019121781824e-18,1.0238945065666e-16
"SYNC",58.8228830957314,-8.06302977220002,0.928815894626546,-8.68097738082096,3.92382186611376e-18,1.04714921273005e-16
"BAX",726.615503449491,-2.04544318735151,0.235633868422446,-8.68059927482252,3.93688922018724e-18,1.04886176994583e-16
"NOP2",258.04977642726,-3.23080826784327,0.372650492756512,-8.66980811951927,4.32849193893977e-18,1.15124746814432e-16
"SLFN12L",135.161803597707,-1.78908577674985,0.206423714124462,-8.66705545115389,4.43439028941608e-18,1.1774276707857e-16
"SH3TC2",195.47040237056,2.99692457991439,0.345815964483835,8.66624126039873,4.46620042313528e-18,1.18388089199478e-16
"FAM98C",162.434326667669,-2.03863245240339,0.235366360421831,-8.66152855807301,4.65479874708815e-18,1.23180345367574e-16
"BUB1",222.779211421782,2.56169614575195,0.295981249859647,8.65492711773699,4.93226736374799e-18,1.30304390051982e-16
"ZNF219",31.4230696506355,-3.63339443804175,0.419837882406929,-8.65427964054007,4.96034546854583e-18,1.30608628931394e-16
"PSENEN",188.472887574144,-1.86350921258807,0.215323500378285,-8.65446274704907,4.95238901977913e-18,1.30608628931394e-16
"OXLD1",288.530855879967,-1.66381110641131,0.19230882001507,-8.65176701869903,5.07080841613927e-18,1.33294650565581e-16
"ZCWPW2",12.5377974409585,-3.25528617691069,0.376661949821563,-8.64246090812419,5.50149808317172e-18,1.44375420578676e-16
"TVP23C-CDRT4",10.6401014997689,-7.61270175638354,0.880946107406769,-8.64150677592863,5.54764581010889e-18,1.45344634081458e-16
"MAN1C1",204.223165365575,-2.07805935631195,0.240731481558673,-8.63227087233073,6.01457427126385e-18,1.57056068553598e-16
"MKNK2",1362.30489933525,-1.6835572321227,0.19523373338543,-8.62329067282148,6.50570416554268e-18,1.69320076070857e-16
"CENPE",76.3875097332981,1.95843621614302,0.227225408893932,8.61891381635587,6.75922034782969e-18,1.75628374507364e-16
"PSMB10",1343.58795359124,-1.89743417853301,0.220325455248426,-8.61196077590566,7.18214200614377e-18,1.86310433751479e-16
"MACROD1",17.2719678741846,-3.78933192692055,0.440289365253073,-8.60645799323927,7.53527451382873e-18,1.95149999395906e-16
"CMTM3",834.9011332049,-1.6566437313671,0.192586553677694,-8.60207371559077,7.82884807640926e-18,2.0242064239529e-16
"PHC1",415.64058155783,-2.11810532409192,0.246356948367303,-8.59770888594527,8.1323270125589e-18,2.09923177810277e-16
"JADE2",830.202205394794,-1.6152120804789,0.187965223094671,-8.59314320961052,8.46219607997413e-18,2.18081301590444e-16
"TBC1D10B",349.216656113353,-1.57069929892252,0.182866279725834,-8.58933260564727,8.74759493037353e-18,2.25068625190622e-16
"QSOX2",150.803016932422,-2.72008296339712,0.316781713884483,-8.58661609612045,8.95683008460588e-18,2.3007674933942e-16
"AK1",113.990128769967,-2.69782945880901,0.314504611748842,-8.57802829601575,9.65132097343474e-18,2.47513226655305e-16
"THAP11",745.088577767215,-1.71308108372158,0.199735681435207,-8.57674037714337,9.75995796228626e-18,2.49892949644771e-16
"GTF2IRD2",75.8304078382522,-2.64635926684183,0.308596406349835,-8.57547013636261,9.86828567231813e-18,2.52257052874881e-16
"RPL13A",33423.3815033801,-1.75361679935969,0.204549389848776,-8.57307274617705,1.00759811664261e-17,2.57149474040246e-16
"DEPDC1B",56.2209503301511,2.69106504467768,0.31417744202481,8.56543050110254,1.07672793815246e-17,2.74348191284984e-16
"MBD6",264.178779005428,-2.37299894389165,0.277118913361651,-8.5631071337047,1.09865757296375e-17,2.7948431033523e-16
"MELK",85.1529063546748,2.943281766054,0.344127448621843,8.55288288638764,1.20051689299567e-17,3.03438340325766e-16
"SLPI",54.0923922354551,5.9151731302975,0.691629552664948,8.55251645552954,1.2043354567488e-17,3.03916461181473e-16
"DEGS2",78.1922157953917,-3.34422248887916,0.391084664685411,-8.55114708107834,1.21871205262755e-17,3.07053138882457e-16
"BRF1",287.735286990328,-1.31973660617042,0.154504292048993,-8.54174721406397,1.32207396665186e-17,3.32563805455074e-16
"STARD10",82.6634937881503,-3.11653746884728,0.364963824888172,-8.5393051483999,1.35031352132433e-17,3.39126510482919e-16
"STMN3",451.723784592268,-1.93863574437566,0.227441799364335,-8.52365638063825,1.54593816519225e-17,3.87024392720827e-16
"SHCBP1",201.009199201713,2.51541877166644,0.295175453266978,8.52177490989171,1.57126535696993e-17,3.92741635659743e-16
"KDM1A",384.22520582374,-1.34053814462616,0.157327102498598,-8.52070700684328,1.58582250073517e-17,3.95753045594858e-16
"POM121",819.290946763032,-1.50862247294256,0.177153947685377,-8.51588402433939,1.65324224074493e-17,4.1192632892621e-16
"SPC24",57.1499158537438,2.35743031449151,0.276934180971198,8.51260146444939,1.70073827141632e-17,4.23092176920791e-16
"MMACHC",88.6329035109683,-2.36603996576239,0.277983588890083,-8.51143758237451,1.71790000496807e-17,4.26688486273328e-16
"FXYD6-FXYD2",9.91356291841559,-7.51142292689862,0.882673589395465,-8.50985349187022,1.7415326588753e-17,4.31878193329895e-16
"HOXB2",70.0558104485049,-2.883894044877,0.339107999633841,-8.50435273715438,1.82611527916261e-17,4.52142703029085e-16
"NPIPB11",78.8529656380773,-2.0198153642486,0.23755415027417,-8.50254715363826,1.85475281344683e-17,4.58513501154911e-16
"NDOR1",335.920945189712,-1.52237430868513,0.179070787579407,-8.50152238265021,1.87120288635631e-17,4.61856211637117e-16
"OLR1",106.101679511911,3.36851327929087,0.396360146112107,8.4986175132202,1.91861957094921e-17,4.72819810515797e-16
"IL9R",10.2454405483221,-7.55720041103355,0.889891257684438,-8.49227402311821,2.02632546010716e-17,4.9858354378799e-16
"ETS1",4589.88700379375,-1.81720302238697,0.213999041419774,-8.49164094535544,2.03739639772753e-17,5.00526728737673e-16
"ZWINT",270.524873283608,1.86825604596978,0.220123306715366,8.48731592236873,2.11464323989797e-17,5.18696005904677e-16
"E2F4",870.143598121918,-1.29708223775767,0.152888167838629,-8.48386278738533,2.17838625848227e-17,5.32674543702052e-16
"ABCA13",86.7622296163573,5.86627118127872,0.691671909633147,8.48129163491706,2.2270761250921e-17,5.437375332036e-16
"SPC25",23.9369705443462,2.86844533734151,0.338334723833463,8.47812871478553,2.28844717060202e-17,5.56996740350851e-16
"STOM",4910.62903489632,1.57831640663475,0.186331563515724,8.47047261803047,2.44399364716274e-17,5.93025658508472e-16
"MMP17",94.0695919848999,-2.82648962839191,0.333725200611334,-8.46951211120467,2.46422995540992e-17,5.97017432514981e-16
"C1orf167",36.0799607612787,-5.46918116630175,0.646006476072824,-8.46613984359689,2.53659589474149e-17,6.13607215519367e-16
"HNRNPL",1412.16215802898,-2.22018584981869,0.262353088152721,-8.46258706330255,2.6151037372779e-17,6.3162964999e-16
"MGAM",575.535156072324,3.6619753270824,0.433170226034314,8.45389435143751,2.81744270362931e-17,6.79460341309502e-16
"KY",26.4012762986899,5.41571750637782,0.64102347113052,8.4485479085915,2.9494822219478e-17,7.10217306939857e-16
"CLU",9534.02979856097,2.24908295272077,0.266236268978475,8.44769558013378,2.9710887078281e-17,7.13936118691558e-16
"RAVER1",233.298376189394,-2.32598497702541,0.275343284439877,-8.44758201296646,2.97397939373797e-17,7.13936118691558e-16
"CCDC106",40.8807615579886,-1.91536875088763,0.226842469543194,-8.44360738421127,3.07691441861035e-17,7.37524228120402e-16
"CCER2",20.1248013133927,-3.77732713287407,0.447418008577166,-8.44250133088374,3.10617886914827e-17,7.43409000367322e-16
"GIPC1",153.743825726015,-2.60605827899201,0.309029182817591,-8.43304912251693,3.36773255087484e-17,8.03568499128563e-16
"CTDP1",305.98584813825,-2.3212691112668,0.27533094152012,-8.4308327224355,3.43214069011234e-17,8.17699742665436e-16
"RNPEP",645.98235064563,-1.34394509429698,0.159459812888353,-8.42811157214864,3.51288045406376e-17,8.35673461862648e-16
"CCDC61",57.2020282725455,-3.31208563954344,0.393134908051209,-8.42480678187961,3.61346040740452e-17,8.58305685927472e-16
"SUCNR1",84.9369688151871,3.50641657032413,0.416225555328343,8.42431831836483,3.62856559667211e-17,8.60597542717481e-16
"SETD6",164.041531826795,-1.65995251768525,0.197106493529993,-8.42160239349323,3.71369552813582e-17,8.79465553599973e-16
"GLI1",73.1446247035004,-3.69375522118462,0.438642396907986,-8.42088053325923,3.73665152293028e-17,8.83575229680005e-16
"LIPH",64.8551255605027,3.30860279135452,0.393006138330394,8.41870512610932,3.80668190692207e-17,8.98787231077468e-16
"CABP7",27.7067785207251,-3.19429232003281,0.379585985957727,-8.41520087200623,3.92222224992827e-17,9.24682949564555e-16
"PLCB3",76.0147563984348,-2.39027128906072,0.284074024041211,-8.41425504189696,3.95399605533548e-17,9.30782474399271e-16
"SNAPC4",143.607178774384,-2.23542040353742,0.266030108500735,-8.40288498221338,4.35641327013403e-17,1.02398435315282e-15
"SLC15A3",449.316667967002,-1.89995271147184,0.2261291677378,-8.40206829786269,4.38682558768354e-17,1.02959841025216e-15
"PEMT",121.095284783706,-1.42267477546594,0.169329198503158,-8.40182784801528,4.39581948201796e-17,1.03017629822269e-15
"SKA1",79.3510422359477,2.951264504814,0.351573408994732,8.39444744485277,4.68090332617652e-17,1.095359158167e-15
"CLCN7",827.145677087433,-2.50784949407699,0.298769794102308,-8.39391914303837,4.70199570768785e-17,1.09866483409856e-15
"SIAH1",106.195948205995,-1.71060431576797,0.203816932874434,-8.39284691238992,4.7450930109901e-17,1.1070947776529e-15
"PPP1R13B",91.5320074658878,-1.73819386012907,0.20715015915075,-8.39098491285313,4.82086205698785e-17,1.1214548136108e-15
"ABLIM3",765.175660535556,2.5824168013879,0.30793629979776,8.38620455946221,5.02089357180857e-17,1.16626706059742e-15
"TBC1D3C",8.64498631095681,-7.24458970728585,0.864091758463562,-8.38405138843984,5.11364514815557e-17,1.18432321992232e-15
"HIC1",61.99029725159,-2.90736948004632,0.347067398053961,-8.37695933512686,5.4312602132104e-17,1.25236602460167e-15
"EIF3B",1315.95365890719,-1.55855553267558,0.186058361363397,-8.37670245644864,5.4431224042132e-17,1.25326900086497e-15
"CTTN",2012.47436638413,2.42946047965749,0.290055442076995,8.37584863866334,5.48273407654422e-17,1.26054929818157e-15
"MEMO1",193.844760378206,-2.70160283008048,0.322645566111819,-8.37328360850366,5.60345307741727e-17,1.28642884915612e-15
"FSTL1",406.643856822794,2.83716070890904,0.338860691540733,8.37264628130523,5.63385218686686e-17,1.29152785888465e-15
"RNF19B",467.172167965562,-2.00625158495193,0.239637749881783,-8.3720181229445,5.66397311254179e-17,1.2965483879682e-15
"TMEM8B",113.043681159573,-1.67979809701081,0.200713432895269,-8.36913639899385,5.80420340176524e-17,1.3267231311977e-15
"MYLK",1102.96672454341,2.03353891969749,0.243094160356055,8.36523146717719,5.99970252819597e-17,1.36744665136859e-15
"PRSS53",21.5054687318613,-3.08397747230485,0.368710030897166,-8.36423534450836,6.05060394390987e-17,1.37705808662838e-15
"ARPC1A",363.531114080962,-1.5530011418579,0.185783960443932,-8.35917771451847,6.31569109143618e-17,1.43531815409411e-15
"UBQLN4",178.813687947069,-1.47603061148451,0.176633823467764,-8.3564437575224,6.46372280489293e-17,1.46684656228448e-15
"PRR7",174.477141954122,-2.74675308556779,0.328875876832766,-8.35194454521979,6.71481887846024e-17,1.51945657605559e-15
"PLGLB2",13.3141227076175,-3.41812057696281,0.409478594780512,-8.34749513291404,6.97259030222154e-17,1.57552570553923e-15
"NCAPG",86.5165487452974,2.42134822372446,0.29014933739365,8.34517922899605,7.11059648348176e-17,1.60441098336873e-15
"IGF2BP3",163.200627055136,2.48670631255877,0.298157060545412,8.34025633338983,7.41296647545928e-17,1.67024724644205e-15
"TK1",295.692845530497,1.93759259327054,0.232353839069395,8.33897387291223,7.49379665237082e-17,1.68605079602272e-15
"ZNF48",130.640263216138,-2.92639369291868,0.351018549733963,-8.33686337983162,7.62871179973065e-17,1.71396071944946e-15
"MAP2K7",253.597631676274,-2.54587638171477,0.305393078141765,-8.3363918959976,7.65917761402916e-17,1.71835774293696e-15
"RRP36",186.274927645404,-1.56569453223052,0.187902346042497,-8.33249060060386,7.91591451645956e-17,1.77343471240909e-15
"RAVER2",86.923345468045,-1.77514182968329,0.213109270363802,-8.32972599762043,8.10296738672143e-17,1.81255580939517e-15
"PROS1",730.180283671788,3.10839533515083,0.373175880874002,8.32957191089297,8.11352017139863e-17,1.81255580939517e-15
"LIMS1",4765.02960431453,1.53196376816924,0.183999497103679,8.32591280021826,8.36813886892364e-17,1.86415658532011e-15
